question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
1,What is the primary objective of PPC?,Maximize advertising,Coordinate production planning and control,Manage employee welfare,Control finance,B,PPC coordinates planning and production activities to meet targets efficiently.
2,"PPC aims to manufacture products in the required quantity, quality and ____.",location,time,currency,ownership,B,"The chapter states required quantity, quality and time are key objectives."
3,PPC prepares production schedules for which period?,Only annual,Only monthly,Multiple periods from annual to daily,Only weekly,C,"Schedules are prepared annually, quarterly, monthly, weekly and daily."
4,PPC functions are governed by what type of market demands?,Static,Local,Dynamic,Seasonal only,C,The chapter describes PPC as dynamic and governed by dynamic market demands.
5,Customer requirements are received from which organization?,HRD,CMO,SED,SSO,B,Customer requirements are received from Central Marketing Organization.
6,Which PPC section is the nodal agency for order serving and dispatch?,Planning,Plant Control,Statistical Cell,Product (Sales Coordination),D,Product section handles order serving and dispatch.
7,Which section deals with Annual Performance Plan and budget exercise?,Planning,Plant Control,Traffic,Medical,A,Long-term planning includes APP and budget preparation.
8,Plant Control operates on what basis?,8x5,12x7,24x7,Only day shift,C,Plant Control operates continuously 24×7.
9,Which PPC unit is the central data bank of the plant?,Planning,Statistical Cell,SMS,CMO,B,The Statistical Cell serves as the plant's central data bank.
10,MIS reports are circulated on which basis?,Only annual,Daily to annual,Only weekly,Only monthly,B,"MIS is circulated daily, weekly, monthly and annually."
11,Management Services Department includes IED and ____.,Finance Dept,Business Excellence Dept,Traffic Dept,Stores,B,MS consists of Industrial Engineering and Business Excellence.
12,A broad objective of MS Department is ____.,Resource optimization,Tax collection,Recruitment,Exports,A,Resource optimization is a major objective.
13,Which award scheme is implemented by IED?,Ispat Award,Srujani,Shreshtha,Utkarsh,B,IED implements Srujani-The Creativity Award Scheme.
14,IED calculates monthly incentive schemes for which employees?,Executives,Non-executive employees,Contractors only,Apprentices only,B,The chapter specifically mentions non-executive employees.
15,Medical and Health Services provide which type of care?,Only curative,Only preventive,Preventive promotive curative and rehabilitative,Only emergency,C,Comprehensive healthcare includes all four categories.
