question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
1,For approximately how many years have iron and steel been used by mankind according to the chapter?,1000 years,3000 years,6000 years,10000 years,C,The chapter states that iron and steel have been used by humans for almost 6000 years.
2,The modern form of the iron and steel industry emerged primarily during which century?,17th century,18th century,19th century,20th century,C,The modern iron and steel industry came into being during the 19th century.
3,World steel production increased from 189 MT in 1950 to what level by 1970?,395 MT,495 MT,595 MT,695 MT,C,The chapter states that world steel production reached 595 MT by 1970.
4,Which factor was NOT identified as a reason for slower global steel production growth during 1970–2000?,Static demand in developed economies,Oil crisis of the 1970s,Asian currency crisis of 1997,Rapid growth of electric vehicles,D,"The chapter attributes slower growth to economic and geopolitical factors, not electric vehicles."
5,Which country overtook the United States in steel production in 1993?,India,China,Japan,Russia,B,China overtook the United States in 1993 as a steel producer.
6,China overtook Japan as the world's top steel producer in which year?,1993,1994,1995,1996,D,The chapter states that China overtook Japan in 1996.
7,China's crude steel production increased from 131 MT in 2000 to approximately how much in 2022?,813 MT,913 MT,1013 MT,1113 MT,C,"China's crude steel production reached 1,013 MT in 2022."
8,What percentage of total world steel production was contributed by China in 2022?,44%,49%,54%,59%,C,China accounted for 54% of global steel production in 2022.
9,Global steel production temporarily dipped in 2008 primarily due to which event?,Asian financial crisis,COVID-19 pandemic,Global financial crisis,Russia-Ukraine conflict,C,The chapter identifies the global financial crisis as the cause.
10,Steel production temporarily dipped in 2016 due to what reason?,Global recession,Production clampdown by China,High iron ore prices,Energy shortage in Europe,B,The decline was linked to production restrictions in China.
11,Global steelmaking capacity reached approximately how much by the end of 2025?,1.55 billion metric tons,2.05 billion metric tons,2.55 billion metric tons,3.05 billion metric tons,C,The chapter states global steelmaking capacity reached about 2.55 billion metric tons.
12,"According to OECD, global steel overcapacity is expected to exceed what level by the end of 2025?",480 million mt,580 million mt,680 million mt,780 million mt,C,OECD warned that overcapacity may exceed 680 million metric tons.
13,Global steel demand is expected to recover by approximately what percentage in 2026?,0.50%,1.00%,1.30%,2.00%,C,The chapter forecasts a 1.3% recovery in 2026.
14,Archaeological findings proving ancient use of iron and steel were found in which regions?,Mesopotamia and Egypt,India and China,Rome and Greece,Babylon and Mexico,A,The chapter specifically mentions Mesopotamia and Egypt.
15,"Before iron became dominant, which metal was commonly preferred for tools and weapons?",Copper,Silver,Bronze,Lead,C,Bronze continued to be preferred until ironworking techniques improved.
16,What fuel was initially used for smelting iron?,Coal,Coke,Charcoal made from wood,Natural gas,C,Early iron smelting relied on charcoal made from wood.
17,Coal was later converted into which material that proved ideal for iron smelting?,Peat,Tar,Coke,Lignite,C,Coal was converted into coke for efficient smelting.
18,"The first successful iron works in America, Saugus Works, was founded in which year?",1546,1646,1746,1846,B,The chapter identifies 1646 as the founding year.
19,The invention of which process in 1856 ushered in the new age of steel?,Open Hearth Process,LD Process,Bessemer Process,Thomas Process,C,The Bessemer Process made steel available in large quantities.
20,Which famous Indian monument demonstrates ancient metallurgical excellence?,Gateway of India,Qutub Minar,Iron Pillar near New Delhi,Charminar,C,The Iron Pillar is cited as evidence of metallurgical skill.
21,The massive iron beams mentioned in the chapter are associated with which temple?,Brihadeeswara Temple,Sun Temple at Konark,Jagannath Temple,Meenakshi Temple,B,The chapter references the Sun Temple at Konark.
22,Ancient Indian literary references to iron are found in which Vedas?,Rig Veda and Atharva Veda,Yajur Veda and Sama Veda,Rig Veda and Sama Veda,Atharva Veda and Yajur Veda,A,The chapter specifically mentions Rig Veda and Atharva Veda.
23,"According to one study, iron has been produced in India for over how many years?",1000 years,2000 years,3000 years,5000 years,C,The chapter notes iron production in India for over 3000 years.
24,What was total world crude steel production in 2025?,1749.4 MT,1849.4 MT,1949.4 MT,2049.4 MT,B,World crude steel production in 2025 was 1849.4 MT.
25,India ranked as which largest steel producer in the world in 2025?,First,Second,Third,Fourth,B,India was the second-largest producer in 2025.
26,Which country was the largest steel producer in 2025?,India,United States,China,Japan,C,China remained the world's largest steel producer.
27,What was China's crude steel production in 2025?,860.8 MT,960.8 MT,1060.8 MT,1160.8 MT,B,China produced 960.8 MT of crude steel in 2025.
28,What was India's crude steel production in 2025?,149.4 MT,154.9 MT,164.9 MT,174.9 MT,C,India produced 164.9 MT of crude steel.
