question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
1,"The concept of Memorandum of Understanding (MoU) arose from the report of which committee?","Kelkar Committee","Arjun Sengupta Committee","Rangarajan Committee","Narasimham Committee","B","The MoU concept originated from the report of the Arjun Sengupta Committee. "
2,"SAIL entered into MoU for the first time in which year?","1985-86","1986-87","1987-88","1988-89","C","SAIL was among the first PSUs to enter into an MoU in 1987-88. "
3,"SAIL signs its MoU with which ministry?","Ministry of Heavy Industries","Ministry of Mines","Ministry of Finance","Ministry of Steel","D","SAIL has been entering into MoUs with the Ministry of Steel. "
4,"The primary purpose of the MoU is to measure SAIL's performance against what?","International benchmarks only","Agreed targets on selected key parameters","Stock market indices","Employee satisfaction levels only","B","The MoU measures performance on selected parameters against agreed targets. "
5,"The MoU aims to improve which aspect of the organization?","Political influence","Critical performance indicators","Union participation","Advertising expenditure","B","The MoU seeks improvement in critical performance indicators. "
6,"The MoU envisages the performance expectations of whom from SAIL?","Shareholders","Employees","Government of India","Customers","C","The MoU reflects the performance expectations of the Government of India from SAIL. "
7,"The MoU enables SAIL to operate as an efficient public sector commercial enterprise within which framework?","Private ownership objectives","Broad policy objectives of Government","Foreign policy directives","Trade union policies","B","SAIL operates within broad policy objectives set by the Government. "
8,"The MoU also ensures compliance with which requirement?","Judicial accountability","International accountability","Parliamentary accountability","Shareholder accountability only","C","The MoU framework includes requirements of Parliamentary Accountability. "
9,"The MoU in respect of SAIL is finalized by which organization?","NITI Aayog","Ministry of Steel","Department of Public Enterprises","SEBI","C","DPE finalizes the MoU for SAIL on a consolidated basis. "
10,"SAIL's MoU is finalized on what basis?","Plant-wise basis","Subsidiary-wise basis","Consolidated basis including subsidiaries and JVs","Region-wise basis","C","The MoU covers SAIL along with all subsidiaries and joint ventures. "
11,"The parameters included in the MoU process are primarily:","Political","Market oriented","Social oriented only","Environmental only","B","The MoU framework uses market-oriented parameters. "
12,"Which of the following reflects shareholders' interest under the MoU framework?","Revenue growth","Election performance","Population growth","Rainfall levels","A","Growth in revenue is one of the shareholder-oriented parameters. "
13,"Which parameter is specifically mentioned in the MoU framework?","Employee turnover","Return on net worth","Inflation rate","Import duty","B","Return on net worth is a key parameter under the framework. "
14,"Market capitalization is considered for which entities?","Private companies","Listed CPSEs","NGOs","State governments","B","Market capitalization is used for listed CPSEs. "
15,"MoU parameters are indexed to which of the following?","Past performance","Future projections","Sectoral benchmarking","All of these","D","All these factors are considered while indexing parameters. "
16,"Vision provided by the Administrative Ministry is considered for:","Recruitment","Benchmarking","Taxation","Auditing","B","Administrative Ministry vision is used for benchmarking. "
17,"All MoU parameters must be:","Qualitative only","Confidential","Quantifiable and verifiable","Subjective","C","Parameters must be quantifiable and verifiable from public documents. "
18,"Which government priority is specifically included in the MoU framework?","CSR","Tourism promotion","Defense exports","Urban housing","A","CSR is specifically included as a compliance parameter. "
19,"Non-compliance with certain government priorities results in:","Partial deduction only","No deduction","Full deduction of marks","Bonus marks","C","No partial deduction is allowed; full marks are deducted. "
20,"What is the weight assigned to Revenue from Operations in Part 1?","5","7","10","15","B","Revenue from Operations carries a weight of 7. "
21,"The target for Revenue from Operations for 2025-26 is:","126667 crore","7500 crore","180 lakh tonne","100 percent","A","The target value is ₹126667 crore. "
