question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
1,"In an organization, Mission/Vision primarily leads to what?",Culture,Strategies,Core Values,Structure,B,The chapter states that Mission/Vision leads to strategies.
2,"According to the chapter, long-term strategy leads to:",Systems and structures,Core values,Customer satisfaction,Profitability,A,Long-term strategy is stated to lead to systems and structures.
3,The right system and structure in an organization is driven by:,Technology,Competition,Culture,Marketing,C,The chapter explains that culture drives the right systems and structures.
4,Vision depicts the ______ of an organization.,profits,aspirations,employees,assets,B,Vision represents the aspirations and future direction of the organization.
5,Vision gives substance to an organization's:,existence,budget,technology,marketing,A,The chapter explicitly states that vision gives substance to organizational existence.
6,Vision defines ______ for action.,budgets,boundaries,products,departments,B,Vision defines boundaries for organizational action.
7,Vision can be compared to a:,bridge,compass,lighthouse,engine,C,The chapter compares vision to a lighthouse guiding a ship.
8,A vision is described as a:,short-term objective,distant goal,financial statement,marketing tool,B,Vision is characterized as a distant and challenging goal.
9,"New and tougher challenges arise from better technology, products and:",reduced demand,increased competition,government control,inflation,B,The chapter identifies increased competition as a major challenge.
10,"According to the chapter, vision is:",static,temporary,never static,annual,C,The vision is described as dynamic and continuously evolving.
11,The customer is seen as providing context for:,marketing only,production only,all endeavors,financial planning only,C,The chapter states that customers provide context for all endeavors.
12,SAIL Vision was articulated during the Directors’ Workshop at:,Mumbai,Jodhpur,Delhi,Kolkata,B,The vision was articulated in the Directors' Workshop at Jodhpur.
13,Vision 2030 aims for a hot metal production target of:,25 million tonnes,40 million tonnes,50 million tonnes,75 million tonnes,C,Vision 2030 targets 50 million tonnes of hot metal production.
14,One strategic objective of Vision 2030 is maintaining leadership in the:,global automobile sector,Indian steel sector,power sector,mining sector,B,The plan seeks to maintain leadership in the Indian steel sector.
15,Vision 2030 also seeks a position among the top steel companies:,in Asia,in Europe,globally,in BRICS nations only,C,The vision aspires to place SAIL among top global steel companies.
16,"SAIL's vision statement emphasizes leadership in quality, productivity, profitability and:",automation,exports,customer satisfaction,diversification,C,Customer satisfaction is specifically included in the vision statement.
