question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
Q0001,"What is the primary objective of a Raw Material Handling Plant (RMHP) in an integrated steel plant?","Steel making","Homogenization and uninterrupted supply of consistent quality raw materials","Power generation","Finished product storage","B","RMHP primarily homogenizes raw materials from different sources through blending and ensures uninterrupted supply of consistent-quality raw materials. Steel making and storage are downstream operations."
Q0002,"Which operation is NOT a primary function of RMHP/OHP/OBBP?","Unloading and stacking","Screening","Rolling of steel","Dispatch of processed raw materials","C","Rolling of steel is performed in rolling mills. RMHP is responsible for unloading, stacking, screening, crushing, blending and dispatching raw materials."
Q0003,"Which of the following raw materials is specifically excluded from routine handling in RMHP as stated in the chapter?","Iron Ore","Dolomite","Coal","Quartzite","C","The chapter states that RMHP handles all major raw materials except coal in its general handling system, although coke and coal-related materials are later processed for specific purposes."
Q0004,"Which process is primarily responsible for achieving homogenization of raw materials in RMHP?","Crushing","Screening","Blending","Sampling","C","Blending mixes materials from different sources to minimize quality variation and produce a homogeneous burden."
Q0005,"Which activity directly helps RMHP meet Railway unloading time norms?","Crushing","Rapid mechanized unloading","Sampling","Base mix preparation","B","Mechanized unloading through wagon tipplers minimizes rake detention and satisfies Railway time norms."
Q0006,"Which equipment is primarily used for mechanized unloading of railway wagons?","Track Hopper","Wagon Tippler","Stacker","Transfer Car","B","The Wagon Tippler rotates loaded wagons for rapid mechanized unloading, unlike the Track Hopper which is mainly for manual gravity unloading."
Q0007,"Which equipment is mainly used for pushing or pulling railway rakes into the Wagon Tippler?","Transfer Car","Bucket Wheel","Car Pusher / Side Arm Charger","Crusher","C","The Car Pusher (Side Arm Charger) positions wagons accurately inside the Wagon Tippler."
Q0008,"Which equipment performs both stacking and reclaiming operations?","Track Hopper","Stacker-cum-Reclaimer","Crusher","Belt Conveyor","B","A Stacker-cum-Reclaimer performs both storage (stacking) and recovery (reclaiming), reducing equipment requirement."
Q0009,"Which equipment is mainly responsible for obtaining the desired particle size by reducing material size?","Screen","Crusher","Transfer Car","Bucket Wheel","B","Crushers reduce oversized material to the required size before further processing."
Q0010,"Which equipment transports processed raw materials between different units of RMHP?","Bucket Wheel","Belt Conveyor","Screen","Car Pusher","B","Belt conveyors provide continuous transportation of raw materials throughout the plant."
Q0011,"Which raw material is considered the base material for base mix preparation?","Limestone","Iron Ore Fines","Dolomite","Quartzite","B","Iron Ore Fines constitute nearly 70–80% of the base mix and form the principal iron-bearing component."
Q0012,"Approximately what percentage of Iron Ore Fines is normally used in base mix preparation?","30–40%","45–55%","70–80%","90–95%","C","The chapter specifies that Iron Ore Fines typically account for about 70–80% of the base mix."
