question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
1,"What is the primary objective of the steel making process?","Increase iron purity by removing impurities","Increase carbon content","Produce cast iron","Reduce melting temperature","A","Steel making purifies hot metal by removing carbon and other impurities."
2,"Hot metal produced in the blast furnace is also known as:","Sponge iron","Molten pig iron","Direct reduced iron","Steel billet","B","Hot metal is commonly called molten pig iron."
3,"Approximately how much carbon is present in hot metal from the blast furnace?","0.10%","1%","2%","4%","D","Hot metal typically contains around 4% carbon."
4,"During steel making, carbon content is generally reduced below:","0.10%","1%","2%","4%","A","Steel making reduces carbon below 0.10% depending on grade."
5,"Which impurity is the major constituent removed during steel making?","Copper","Carbon","Nickel","Chromium","B","Carbon is the principal impurity removed."
6,"Which of the following is NOT an impurity normally removed during steel making?","Sulphur","Phosphorus","Silicon","Nickel","D","Nickel is generally added as an alloying element."
7,"Which alloying element is commonly added to produce the desired steel grade?","Lead","Manganese","Mercury","Tin","B","Manganese is one of the common alloying additions."
8,"HMDS stands for:","Hot Metal Desulphurisation","Hot Metal Degassing System","Heat Metal Drying Station","High Metal Descaling Shop","A","HMDS refers to Hot Metal Desulphurisation."
9,"BOF stands for:","Basic Oxygen Furnace","Basic Oxide Furnace","Blast Oxygen Furnace","Blast Oxidation Furnace","A","BOF means Basic Oxygen Furnace."
10,"LF stands for:","Ladle Furnace","Liquid Furnace","Lining Furnace","Low Furnace","A","LF refers to Ladle Furnace."
11,"RH process is named after:","A company","A German town and scientist","A furnace inventor","An alloy","B","RH stands for Ruhrstahl-Heraeus."
12,"VOD stands for:","Vacuum Oxygen Decarburisation","Vacuum Oxide Degassing","Variable Oxygen Degassing","Vacuum Oxygen Dissolution","A","VOD is Vacuum Oxygen Decarburisation."
13,"Hot metal reaches the Steel Melting Shop mainly through:","Pipeline","Conveyor belt","Hot metal ladle or torpedo ladle","Truck","C","Hot metal is transported in hot metal ladles or torpedo ladles."
14,"Before entering the BOF, hot metal is usually stored in a:","Bloom","Mixer","Ladle Furnace","Tundish","B","Mixer stores and homogenizes hot metal."
15,"The sequence of steel making technology development is:","LD → Open Hearth → Bessemer","Bessemer → Open Hearth → LD","Open Hearth → Bessemer → LD","BOF → Bessemer → LD","B","The chapter lists the historical progression."
16,"Sulphur in hot metal mainly originates from:","Fluxes only","Iron ore and coal","Air","Water","B","Iron ore and coal are the primary sulphur sources."
17,"Economically reducing sulphur below 0.020% in a blast furnace is:","Easy","Impossible","Difficult","Mandatory","C","Further desulphurisation is done outside the blast furnace."
18,"Hot metal desulphurisation can reduce sulphur below:","0.05%","0.02%","0.005%","0.5%","C","HMDS can reduce sulphur below 0.005%."
19,"Which reagent is commonly injected during desulphurisation?","Magnesium","Calcium carbide","Lime","All of the above","D","All three are commonly used."
20,"Injection during HMDS is carried out through a:","Tap hole","Nozzle","Lance","Converter mouth","C","Injection is performed through a specially designed lance."
21,"During hot metal desulphurisation, the reagent is injected using which conveying gas?","Argon","Nitrogen","Oxygen","Carbon dioxide","B","Nitrogen is used as the conveying gas for reagent injection."
22,"The typical duration of reagent injection during hot metal desulphurisation is:","1–2 minutes","3–4 minutes","5–10 minutes","20–30 minutes","C","Injection normally continues for 5–10 minutes depending on sulphur content."
23,"During desulphurisation, sulphur is primarily removed in the form of:","Calcium sulphide","Magnesium sulphide","Iron sulphide","Manganese sulphide","B","Sulphur reacts with magnesium to form magnesium sulphide."
24,"After desulphurisation, slag is removed using a:","Converter","Slag racking machine","Tundish","Ladle furnace","B","A slag racking machine removes the slag formed during HMDS."
25,"Why is slag removed after desulphurisation?","To cool the hot metal","To prevent sulphur reversion","To increase carbon content","To improve fluidity","B","Removing slag prevents sulphur from re-entering the hot metal."
26,"Most open hearth furnaces were phased out by:","1970s","1980s","Early 1990s","After 2010","C","Open hearth furnaces were largely closed by the early 1990s."
27,"Open hearth furnaces were replaced primarily by:","Electric induction furnace","Basic Oxygen Furnace","Cupola furnace","Rotary kiln","B","The BOF process replaced open hearth furnaces due to higher efficiency."
28,"Twin Hearth Furnace consists of:","One hearth","Two hearths separated by a bridge wall","Three interconnected hearths","Four heating chambers","B","A THF has two hearths separated by a bridge wall under a common roof."
29,"The fundamental principle of Twin Hearth Furnace is:","Electrical induction","Recovery of heat from one hearth to preheat the other","Vacuum melting","Resistance heating","B","Heat generated in one hearth preheats the adjoining hearth."
30,"In a Twin Hearth Furnace, when one hearth is in the cold period, the other is in the:","Charging period","Maintenance period","Hot period","Idle period","C","The two hearths operate simultaneously in opposite cycles."
31,"Which of the following is NOT included in the cold period of a Twin Hearth Furnace?","Charging","Fettling","Tapping","Refining","D","Refining occurs during the hot period."
32,"Which activity belongs to the hot period in a Twin Hearth Furnace?","Charging","Melting","Fettling","Cooling","B","Hot period includes melting, refining and holding."
33,"BOF is also known as the:","Thomas Process","LD Process","Bessemer Process","Siemens Process","B","BOF is commonly known as the LD process."
34,"The LD process was developed in:","Germany","Austria","United Kingdom","Japan","B","LD stands for Linz and Donawitz, two cities in Austria."
35,"The term 'Basic' in Basic Oxygen Furnace refers to the:","Fuel used","Refractory lining","Shape of converter","Grade of steel","B","The converter is lined with basic refractory."
36,"Compared to Open Hearth Furnace, BOF is:","Slower","More energy intensive","Faster and more energy efficient","Less productive","C","BOF significantly reduces steelmaking time and energy consumption."
37,"Typical tap-to-tap time in a BOF converter is:","15–20 minutes","30–35 minutes","45–50 minutes","90–120 minutes","C","The complete BOF cycle generally takes about 45–50 minutes."
38,"Which is the principal raw material charged into a BOF converter?","Pig iron ingots","Hot metal","Direct Reduced Iron only","Steel billets","B","Hot metal from the blast furnace is the main input."
39,"Why is scrap added to the BOF converter?","As a deoxidiser","As an alloying element","As a coolant","To remove sulphur","C","The exothermic process generates heat, so scrap absorbs excess heat."
40,"The BOF process is mainly:","Endothermic","Exothermic","Neutral","Electrolytic","B","Oxidation reactions release large amounts of heat."
41,"Which flux is considered the most important in BOF steelmaking?","Quartz","Lime","Bauxite","Coke","B","Lime is the primary flux for basic slag formation."
42,"The primary function of slag in BOF is to:","Increase carbon","Absorb impurities","Reduce temperature","Increase viscosity","B","Slag removes impurities such as phosphorus and sulphur."
43,"The minimum recommended purity of oxygen used in BOF is:","95%","96%","98%","99.5%","D","BOF oxygen purity should exceed 99.5%."
44,"Nitrogen in BOF is mainly used for:","Oxidation","Purging and slag splashing","Decarburisation","Desulphurisation","B","Nitrogen is used for purging and slag splashing."
45,"Which ferro-alloy is commonly added during tapping?","Fe-Si","Fe-Mn","Si-Mn","All of the above","D","Multiple ferro-alloys are added depending on steel grade."
46,"The first stage of a BOF production cycle is:","Oxygen blowing","Scrap charging","Hot metal charging","Tapping","B","Scrap is charged before hot metal."
47,"Immediately after scrap charging, the next operation is:","Tapping","Slag splashing","Hot metal charging","Sampling","C","Hot metal is charged after scrap."
48,"During oxygen blowing, fluxes are added mainly to:","Increase carbon","Form slag","Reduce temperature","Increase sulphur","B","Fluxes react to form slag that absorbs impurities."
49,"After oxygen blowing, the converter is tilted mainly for:","Charging scrap","Sampling and temperature measurement","Replacing refractory","Cooling","B","Samples and temperature are taken after blowing."
50,"Deoxidisers are generally added:","Before charging","During tapping","During oxygen blowing","After casting","B","Deoxidisers are added into the ladle during tapping."
51,"After tapping, nitrogen slag splashing is performed mainly to:","Increase carbon","Protect refractory lining","Cool steel","Remove oxygen","B","Residual slag coats the refractory and extends lining life."
52,"Which reagent is injected into hot metal before BOF for external desulphurisation?","Calcium carbide","Lime powder","Magnesium compounds","All of the above","D","All three reagents are commonly used in HMDS."
53,"During HMDS, nitrogen primarily acts as:","Fuel","Conveying gas","Oxidiser","Coolant","B","Nitrogen carries the desulphurising reagents into the metal."
54,"Why is slag raking essential after desulphurisation?","To lower temperature","To avoid sulphur reversal","To remove carbon","To improve oxygen purity","B","Residual slag can cause sulphur to re-enter the hot metal."
55,"Typical hot metal carbon content before BOF blowing is approximately:","0.07%","1.5%","2.5%","4.0%","D","Hot metal entering the converter contains about 4% carbon."
56,"Typical hot metal temperature before BOF blowing is around:","900°C","1100°C","1300°C","1700°C","C","The chapter specifies about 1300°C."
57,"The oxygen blowing pressure in BOF is approximately:","5–8 kg/cm²","10–12 kg/cm²","14–20 kg/cm²","25–30 kg/cm²","C","Oxygen is blown at about 14–20 kg/cm²."
58,"During BOF blowing, carbon is mainly removed as:","CaCO₃","CO and CO₂","Carbon dust","Graphite","B","Carbon oxidises to CO and CO₂ gases."
59,"Which impurity mainly enters the slag during BOF refining?","Silicon","Hydrogen","Nitrogen","Helium","A","Silicon oxidises to silica and enters the slag."
60,"The normal oxygen blowing time in a BOF converter is approximately:","5 minutes","10 minutes","15–17 minutes","40 minutes","C","The blowing stage typically lasts 15–17 minutes."
61,"At the end of BOF blowing, the steel temperature is generally:","1200–1300°C","1450–1500°C","1650–1690°C","1800–1900°C","C","The target end-blow temperature is 1650–1690°C."
62,"Typical carbon content at the end of BOF blowing is:","4%","2%","0.50%","0.07%","D","End-blow carbon is approximately 0.07%."
63,"Typical phosphorus content after BOF blowing is about:","0.20%","0.10%","0.020%","0.005%","C","Phosphorus is reduced to around 0.020%."
64,"Tapping in BOF refers to:","Charging hot metal","Removing slag","Pouring molten steel into a ladle","Sampling steel","C","Tapping is the discharge of molten steel into the ladle."
65,"Which device helps minimise slag carryover during tapping?","Gas Cleaning Plant","Slag Stopper","Tundish","Dummy Bar","B","Slag stopper devices reduce slag entering the ladle."
66,"Nitrogen slag splashing primarily improves:","Steel hardness","Converter lining life","Carbon recovery","Oxygen efficiency","B","The refractory lining lasts longer after slag splashing."
67,"Which oxidation reaction forms manganese oxide?","Mn + O → MnO","Si + O → SiO₂","C + O → CO","Fe + O → FeO","A","Manganese oxidises to MnO."
68,"The oxidation of silicon during BOF blowing produces:","SiC","SiO₂","SiS","SiH₄","B","Silicon forms silica."
69,"BOF oxidation reactions are generally:","Endothermic","Exothermic","Neutral","Electrolytic","B","Oxidation releases large amounts of heat."
70,"Why is scrap essential in BOF despite not being the primary raw material?","Acts as fuel","Acts as coolant","Removes phosphorus","Produces slag","B","Scrap absorbs excess heat from exothermic reactions."
71,"Typical BOF slag contains approximately what percentage of CaO?","10–20%","25–35%","45–50%","70–80%","C","CaO is the major constituent of BOF slag."
72,"Typical MgO content in BOF slag is:","1–2%","4–8%","15–20%","30–40%","B","Typical MgO content is 4–8%."
73,"Typical FeO content in BOF slag is:","5–8%","10–12%","18–22%","35–40%","C","FeO content generally ranges from 18–22%."
74,"BOF slag basicity is commonly expressed as:","SiO₂/CaO","CaO/SiO₂","FeO/CaO","MgO/FeO","B","Basicity is defined by the CaO to SiO₂ ratio."
75,"A BOF slag is considered highly basic when CaO/SiO₂ is:","Less than 1","Equal to 1","Greater than or equal to 3","Greater than or equal to 10","C","The chapter specifies a basicity of CaO/SiO₂ ≥ 3.0."
76,"The primary function of BOF slag is to:","Cool molten steel","Transfer oxygen and remove impurities","Increase carbon","Reduce oxygen purity","B","Basic slag transfers oxygen for refining and absorbs impurities."
77,"Which impurity is primarily removed by basic BOF slag?","Copper","Phosphorus","Nickel","Chromium","B","Basic slag is highly effective in dephosphorisation."
78,"BOF slag assists in removing sulphur by:","Increasing carbon","Providing favourable slag-metal reactions","Cooling the steel","Increasing nitrogen","B","Basic slag helps transfer sulphur from metal to slag."
79,"The shell of a converter is protected by:","Water cooling only","Refractory lining","Steel plates","Copper sheets","B","Refractory bricks protect the converter shell."
80,"Modern BOF converters generally use:","Fire clay bricks","Silica bricks","Magnesia-carbon bricks","Graphite bricks","C","Magnesia-carbon bricks have largely replaced dolomite bricks."
81,"Earlier BOF converters commonly used:","Graphite bricks","Dolomite bricks","Fire clay bricks","Silica bricks","B","Dolomite bricks were widely used before magnesia-carbon bricks."
82,"The number of heats produced from one converter lining is called:","Heat cycle","Converter campaign","Lining life","Tap sequence","C","Lining life refers to heats produced before relining."
83,"The tap hole of a converter is made of:","Copper","Steel","Refractory material","Cast iron","C","The tap hole is lined with refractory."
84,"Mixer vessels are commonly lined with:","Silica bricks","High alumina and magnesite bricks","Graphite","Dolomite only","B","Mixers use high alumina and magnesite refractory."
85,"Hot metal ladles are generally lined with:","Fire clay bricks","Silica bricks","High alumina bricks","Graphite bricks","C","Hot metal ladles are lined with high alumina refractory."
86,"Steel ladles are commonly lined with:","Only silica bricks","High alumina and magnesia-carbon bricks","Only graphite bricks","Only fire clay bricks","B","Steel ladles use both high alumina and magnesia-carbon bricks."
87,"The primary function of a mixer in BOF shops is:","Casting steel","Storage and homogenization of hot metal","Removing slag","Vacuum treatment","B","Mixers store and homogenize molten hot metal."
