question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
1,"What is mining?","Extraction of valuable minerals or geological materials from the earth","Manufacturing of metals","Processing of minerals only","Transportation of ores","A","Mining is the process of extracting valuable minerals or geological materials from the earth."
2,"The sequence of stages involved in mining is called:","Mining cycle","Mining sequence","Ore cycle","Extraction chain","B","The ordered stages from prospecting to mine closure are known as the mining sequence."
3,"Which of the following is NOT a stage in the mining sequence?","Prospecting","Extraction","Mine restoration","Metal casting","D","Metal casting is not a mining stage."
4,"Why is understanding geology important before developing a mine?","To improve transportation","To understand ore body formation","To increase fuel efficiency","To reduce manpower","B","Mine development depends on geological conditions and ore body formation."
5,"An ore is best defined as:","Any rock containing minerals","An aggregation of minerals from which metal can be recovered economically","Any valuable rock","A non-metallic rock","B","Ore must contain valuable minerals in economically recoverable quantities."
6,"A rock ceases to be classified as an ore when:","It becomes harder","Its colour changes","The valuable mineral content is too low for profitable recovery","It is exposed to air","C","Economic recoverability is the deciding factor."
7,"A mineral is defined as a:","Naturally occurring chemical compound with definite composition and crystal structure","Synthetic chemical compound","Rock containing fossils","Metal alloy","A","This is the standard definition given in the chapter."
8,"Which property plays the most important role in the economic processing of ores?","Chemical composition only","Physical properties","Colour only","Density only","B","Physical properties are extensively used in ore dressing."
9,"Which of the following is NOT a physical property of minerals?","Transparency","Hardness","Specific gravity","Boiling point","D","Boiling point is not listed as a physical property."
10,"Transparency refers to:","The hardness of a mineral","The ease with which light passes through a mineral","The colour of a mineral","The weight of a mineral","B","Transparency indicates how much light passes through the mineral."
11,"Minerals through which no light passes are called:","Transparent","Translucent","Opaque","Reflective","C","Opaque minerals do not transmit light."
12,"Minerals through which objects can be seen clearly are:","Opaque","Transparent","Translucent","Lustrous","B","Transparent minerals allow clear vision through them."
13,"Translucent minerals allow:","No light","Only partial light","Complete transparency","Only reflected light","B","They allow only some light to pass."
14,"Luster is defined as:","Colour intensity","Amount and quality of reflected light","Mineral weight","Crystal shape","B","Luster describes the surface reflection of light."
15,"The colour of most minerals is mainly due to:","Crystal size","Selective absorption of light wavelengths","Hardness","Specific gravity","B","Colour depends on absorbed and reflected wavelengths."
16,"Luminescence is the emission of light due to:","Incandescence","Heat","Causes other than incandescence","Pressure","C","Luminescence is not caused by heating."
17,"Minerals that glow under ultraviolet light are called:","Opaque","Magnetic","Fluorescent","Reflective","C","Fluorescent minerals emit visible light under UV radiation."
18,"Specific gravity is especially useful for:","Measuring colour","Separating minerals","Testing hardness","Determining crystal shape","B","Mineral separation often depends on density differences."
19,"Gravity concentration is based on differences in:","Colour","Specific gravity","Hardness","Transparency","B","Gravity concentration uses density differences."
20,"Gold grains are commonly separated from quartz sand using:","Magnetic separation","Gravity separation","Electrolysis","Flotation","B","The density difference makes gravity separation effective."
21,"Hardness is the ability of a mineral to resist:","Heating","Scratching","Compression","Expansion","B","Hardness specifically refers to scratch resistance."
22,"Which mineral is the hardest according to Mohs scale?","Quartz","Topaz","Corundum","Diamond","D","Diamond occupies hardness number 10."
23,"Who developed the Mohs Scale of Hardness?","Isaac Newton","F. Mohs","James Watt","Henry Ford","B","The scale was introduced by Austrian mineralogist Friedrich Mohs."
24,"The Mohs hardness scale ranges from:","1–5","1–8","1–10","0–10","C","The scale consists of ten reference minerals."
25,"Which mineral has hardness 1?","Gypsum","Quartz","Talc","Calcite","C","Talc is the softest mineral in Mohs scale."
26,"Which mineral has hardness 2?","Gypsum","Calcite","Topaz","Diamond","A","Gypsum ranks second."
27,"Calcite has a Mohs hardness of:","2","3","4","5","B","Calcite occupies position 3."
28,"Fluorite has a Mohs hardness of:","3","4","5","6","B","Fluorite is number 4."
29,"Apatite has a Mohs hardness of:","5","6","7","8","A","Apatite ranks fifth."
30,"Orthoclase feldspar has a Mohs hardness of:","5","6","7","8","B","Orthoclase is hardness number 6."
31,"Quartz has a Mohs hardness of:","5","6","7","8","C","Quartz occupies position 7 on the Mohs hardness scale."
32,"Topaz has a Mohs hardness of:","7","8","9","10","B","Topaz is ranked 8 on Mohs scale."
33,"Corundum has a Mohs hardness of:","8","9","10","7","B","Corundum is hardness number 9."
34,"Diamond is approximately how many times harder than corundum according to the chapter?","Two times","Three times","Four times","Five times","C","The chapter states diamond is four times harder than corundum."
