question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
Q0001,"What is the primary purpose of the sintering process in an integrated steel plant?","To increase iron ore grade","To agglomerate iron ore fines and metallurgical wastes into a porous blast furnace burden","To reduce coke consumption by direct reduction","To produce pig iron directly","B","Sintering agglomerates iron ore fines and metallurgical wastes by incipient fusion, producing a strong, porous material suitable for blast furnace charging. The other options do not describe the primary purpose. "
Q0002,"Sintering is best defined as the process of:","Melting iron ore completely","Agglomerating fines by incipient fusion using heat from fuel present in the charge","Reducing iron ore by hydrogen","Pelletizing ore without heating","B","Sintering occurs through incipient fusion caused by heat generated from the fuel within the charge. It is not complete melting or reduction. "
Q0003,"Which of the following is NOT a standard raw material used in a sinter plant?","Iron ore fines","Coke breeze fines","BOF Sludge","Lump iron ore","D","Sinter plants are designed to utilize fine materials and wastes. Lump iron ore is directly suitable for blast furnace charging and is not a normal sinter mix constituent. "
Q0004,"What is the primary purpose of the balling drum in the sintering process?","Cooling the sinter cake","Crushing return fines","Mixing base mix with water to form green mix nodules","Screening finished sinter","C","The balling drum mixes raw materials with water and forms nodules (green mix), improving bed permeability and sintering efficiency. "
Q0005,"Why is a hearth layer of 10–20 mm sinter provided on the pallet before charging the green mix?","To increase coke consumption","To protect the pallet and maintain proper air flow during sintering","To cool the charge","To increase moisture content","B","The hearth layer protects the pallet and ensures uniform suction and gas flow, leading to proper sintering. "
Q0006,"Which gas is mainly used for igniting the top layer of the green mix in the ignition furnace according to the chapter?","Nitrogen","Carbon monoxide-rich gaseous fuel","Oxygen","Steam","B","The top layer is ignited in the ignition furnace using gaseous fuel, mainly CO-rich gas as described in the process. "
Q0007,"What is the function of exhausters (waste gas fans) in the sintering process?","Supply cooling water","Draw air downward through the sinter bed to sustain combustion","Transport sinter to the blast furnace","Feed coke breeze","B","Exhausters create under-grate suction, allowing the combustion zone to travel downward through the bed. "
Q0008,"The ideal size of sinter charged to the blast furnace is:","0–5 mm","5–40 mm","40–80 mm","80–120 mm","B","Blast furnace requires sinter in the size range of 5–40 mm. Material below 5 mm is recycled as return fines. "
Q0009,"What happens to sinter particles smaller than 5 mm after screening?","Sent to steel melting shop","Discarded as waste","Returned to the sinter bins as return fines","Mixed with coke oven coal","C","−5 mm sinter is recycled back to the process as return fines, improving material utilization. "
Q0010,"Which gaseous fuels are commonly used in the ignition furnace?","LPG only","Natural gas only","Coke oven gas or mixed gas (COG + BF gas)","Producer gas only","C","The ignition furnace mainly uses coke oven gas or mixed gas consisting of coke oven gas and blast furnace gas. "
Q0011,"Which zone of sintering attains the highest temperature (about 1300–1350°C)?","Cold sinter zone","Heating zone","Zone of intensive combustion of fuel","Re-condensation zone","C","Maximum temperature develops in the combustion zone where both thermal and chemical reactions occur. "
Q0012,"How many distinct zones are present in the sintering process after ignition?","Four","Five","Six","Seven","C","The chapter clearly divides the process into six distinct thermal zones. "
Q0013,"In which zone do both thermal and chemical reactions occur?","Cold sinter zone","Hot sinter zone","Zone of intensive combustion of fuel","Pre-heating zone","C","Only the combustion zone involves simultaneous thermal and chemical reactions; all other zones are mainly thermal. "
Q0014,"Disappearance of the combustion zone indicates:","Beginning of ignition","Maximum productivity","Completion of the sintering process","Need for additional moisture","C","When the combustion zone reaches the bottom and disappears, sintering is complete. "
Q0015,"Increase in +10 mm iron ore fines in the base mix primarily results in:","Higher productivity","Weak sinter and lower productivity","Lower coke consumption","Higher DTI","B","Oversized ore particles reduce proper bonding and adversely affect sinter quality and productivity. "
Q0016,"High alumina (Al₂O₃) in iron ore fines mainly causes:","Improved reducibility","Decrease in RDI","Increase in RDI and generation of more −5 mm fines","Higher tumbler index","C","Higher alumina increases Reduction Degradation Index (RDI), producing more fines and chute jamming. "
Q0017,"An increase in silica (SiO₂) in iron ore fines makes sinter:","More ductile","More brittle due to increased glassy phase","More porous","More reducible","B","Higher silica increases the glassy phase, causing brittleness in sinter. "
Q0018,"For efficient sintering, the flux crushing index should be at least:","70%","80%","90%","95%","C","Flux should contain at least 90% of −3 mm particles for proper sintering. "
Q0019,"For efficient sintering, the coke crushing index should be more than:","70%","75%","85%","95%","C","Coke crushing index should exceed 85% to ensure proper combustion and productivity. "
Q0020,"The optimum moisture content of the base mix is approximately:","2–3%","4–5%","7–8%","12–15%","C","About 7–8% moisture provides optimum balling and bed permeability. Too much or too little moisture reduces productivity. "
Q0021,"The recommended ignition furnace temperature is approximately:","800–900°C","950–1050°C","1150–1250°C","1400–1500°C","C","The ignition hearth is maintained between 1150°C and 1250°C for proper ignition. "
Q0022,"Burn Through Point (BTP) indicates:","Completion of crushing","Completion of sintering","Completion of screening","Completion of cooling","B","BTP is the exhaust gas temperature indicating completion of sintering and is about 400°C. "
Q0023,"The approximate Burn Through Point (BTP) temperature is:","200°C","300°C","400°C","600°C","C","The BTP is approximately 400°C and is observed near the second-last wind box. "
Q0024,"After cooling, the normal discharge temperature of sinter from the cooler should be:","20–30°C","40–50°C","60–80°C","120–150°C","C","Finished sinter is cooled to about 60–80°C before screening and dispatch. "
Q0025,"According to blast furnace requirements, the screened sinter should contain at least what percentage of +10 mm fraction?","50%","55%","65%","75%","C","After screening +10 mm fraction should be at least 65% while −5 mm should not exceed 6% ensuring proper blast furnace performance.
Q0026,"Which one of the following is NOT an advantage of using sinter in the blast furnace?","Improved hot metal quality","Better utilization of iron ore fines","Increased coke consumption in blast furnace","Improved blast furnace permeability","C","Use of sinter improves permeability, productivity and hot metal quality while reducing coke consumption. Increased coke consumption is opposite to the actual benefit. "
Q0027,"Increasing the percentage of sinter in the blast furnace burden primarily improves:","Slag viscosity","Burden permeability and furnace productivity","Hot blast temperature","Bell-less top efficiency","B","Higher sinter proportion improves burden permeability, leading to faster reduction, higher productivity and lower coke rate. "
Q0028,"Which quality parameter measures the cold mechanical strength of sinter?","RDI","Basicity","DTI (Tumbler Index)","FeO","C","DTI evaluates the resistance of sinter to impact and abrasion during handling and transportation. "
Q0029,"According to the blast furnace quality requirement, the FeO content of sinter should generally be:","2–4%","5–7%","8–11%","12–15%","C","The specified FeO range is 8.0–11.0%, ensuring suitable sinter quality for blast furnace operation. "
Q0030,"The required MgO content in blast furnace sinter is approximately:","0.5–1.0%","1.5–2.0%","2.6–3.0%","4.5–5.5%","C","MgO should generally be maintained between 2.6% and 3.0%. "
Q0031,"The desired basicity of sinter is approximately:","0.8–1.0","1.2–1.4","1.6–2.1","2.8–3.5","C","The recommended basicity for blast furnace sinter is 1.6–2.1. "
Q0032,"According to the quality specification, the maximum permissible RDI of sinter is:","10%","20%","30%","40%","C","The Reduction Degradation Index should not exceed 30% for good blast furnace performance. "
Q0033,"Which statement regarding RDI (Reduction Degradation Index) is correct?","Higher RDI is always desirable","It measures sinter degradation during low-temperature reduction","It measures hot strength only","It indicates coke quality","B","RDI evaluates the degradation tendency of sinter during low-temperature reduction (about 550°C). Lower RDI values are preferred. "
Q0034,"The RDI test is normally carried out at approximately:","250°C","400°C","550°C","900°C","C","The standard static RDI test is conducted at around 550°C. "
Q0035,"Lower values of RDI indicate:","Poor sinter quality","Higher degradation during reduction","Better resistance to degradation in the blast furnace","Lower productivity","C","A lower RDI means the sinter produces fewer fines during reduction and performs better inside the blast furnace. "
Q0036,"Where is the Burn Through Point (BTP) normally observed in a sinter machine?","At the ignition furnace","At the charging end","At the second-last wind box from the discharge end","Inside the cooler","C","The BTP is observed near the second-last wind box and indicates completion of sintering. "
Q0037,"Which equipment is primarily responsible for pelletizing (nodulizing) the raw mix?","Cooler","Balling drum","Crusher","Wind box","B","The balling drum mixes the base mix with water and forms nodules before charging the sinter machine. "
Q0038,"Which equipment creates the under-grate suction necessary for sintering?","Rod mill","ESP","Exhauster","Hammer crusher","C","The exhauster draws air through the sinter bed, sustaining downward combustion. "
