question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation
1,"A blast furnace primarily functions as a ______.","Parallel-flow heat exchanger","Counter-current heat and mass exchanger","Cross-flow reactor","Batch reactor","B","A blast furnace operates as a counter-current heat and mass exchanger where gas moves upward and burden moves downward."
2,"In a blast furnace, the hot blast enters the furnace through the ______.","Throat","Bell","Tuyeres","Hearth","C","The preheated air blast is introduced through water-cooled tuyeres."
3,"Which material mainly provides iron for hot metal production in a blast furnace?","Dolomite","Quartzite","Iron ore","Limestone","C","Iron ore is the principal iron-bearing raw material."
4,"Which form of iron ore is predominantly used in SAIL blast furnaces?","Magnetite","Hematite","Siderite","Limonite","B","Hematite is the major oxide ore used due to its high iron content."
5,"The typical Fe content of blast furnace iron ore is ______.","45–50%","52–58%","62–66%","70–75%","C","Blast furnace grade hematite generally contains 62–66% Fe."
6,"High alumina content in iron ore mainly causes ______.","Higher iron recovery","Highly viscous slag","Lower slag volume","Higher carbon content","B","High alumina increases slag viscosity, affecting furnace stability."
7,"The primary function of limestone in a blast furnace is to act as ______.","Fuel","Flux","Reducing agent","Oxidizer","B","Limestone combines with acidic impurities to form slag."
8,"LD slag is mainly used in place of ______.","Quartzite","Coke","Limestone","Pellets","C","LD slag is an economical substitute for limestone."
9,"Quartzite is mainly added to maintain optimum ______.","Blast pressure","Slag basicity","Hot metal temperature","Carbon content","B","Quartzite balances slag chemistry by controlling basicity."
10,"The major constituent of quartzite is ______.","CaCO₃","MgCO₃","SiO₂","Fe₂O₃","C","Quartzite contains approximately 96–97% silica."
11,"Manganese ore in a blast furnace primarily supplies ______.","Carbon","Silicon","Manganese","Sulphur","C","Manganese ore provides Mn to the hot metal."
12,"Coke performs all of the following functions EXCEPT ______.","Acts as fuel","Acts as reducing agent","Supports burden","Acts as coolant","D","Coke is not used as a coolant."
13,"Typical ash content of Indian coking coal is approximately ______.","5–10%","10–15%","25–30%","40–45%","C","Indian coal is characterized by relatively high ash."
14,"Sinter is produced mainly by ______.","Melting iron ore","Agglomerating iron ore fines","Casting molten iron","Pellet crushing","B","Sintering agglomerates fines by incipient fusion."
15,"The main purpose of coal dust injection (CDI) is to ______.","Increase limestone consumption","Reduce coke consumption","Increase slag volume","Increase sulphur","B","CDI replaces part of the coke requirement."
16,"The specified size range of blast furnace iron ore lumps is ______.","5–20 mm","10–40 mm","40–80 mm","80–100 mm","B","Iron ore lumps are generally sized between 10 and 40 mm."
17,"Which index measures the degradation tendency of sinter during reduction?","CSR","CRI","RDI","RI","C","RDI stands for Reduction Degradation Index."
18,"The Reducibility Index (RI) of good sinter should be ______.","<30","<50",">65",">90","C","Higher RI indicates better reducibility."
19,"The recommended size of blast furnace coke is ______.","5–15 mm","15–25 mm","25–80 mm","80–120 mm","C","Proper coke size ensures good permeability."
20,"CSR stands for ______.","Carbon Strength Ratio","Coke Strength after Reduction","Coke Stability Rating","Carbon Softening Ratio","B","CSR indicates coke strength after reduction."
21,"The maximum phosphorus content specified for blast furnace iron ore is ______.","0.05%","0.10%","0.20%","0.50%","B","The specified maximum phosphorus content is 0.10%."
22,"The softening and melting range of blast furnace iron ore is approximately ______.","700–900°C","900–1100°C","1100–1400°C","1500–1700°C","C","Iron ore softens and melts between about 1100°C and 1400°C."
23,"Typical Fe content of blast furnace sinter is ______.","30–40%","40–50%","50–58%","60–70%","C","Blast furnace sinter generally contains 50–58% iron."
24,"The FeO content of quality sinter generally lies between ______.","1–3%","4–6%","7–10%","12–15%","C","The specified FeO content is 7–10%."
25,"The CaO content of blast furnace sinter is generally ______.","2–5%","5–8%","9–13%","15–20%","C","Sinter contains 9–13% CaO."
26,"The MgO content in blast furnace sinter is approximately ______.","0.5–1%","2–3%","5–6%","8–10%","B","Typical MgO content is 2–3%."
27,"The specified size of blast furnace sinter is ______.","5–40 mm","10–60 mm","25–80 mm","40–100 mm","A","Blast furnace sinter is sized between 5 and 40 mm."
28,"The Reduction Degradation Index (RDI) of sinter should be ______.","Greater than 65","Less than 30","Greater than 80","Less than 50","B","A lower RDI indicates better resistance to degradation."
29,"The Tumbler Index of good quality sinter should be ______.","Below 40","Below 60","Above 70","Above 90","C","Good sinter should have a tumbler index greater than 70."
30,"The softening-melting range of sinter is approximately ______.","900–1100°C","1000–1200°C","1200–1450°C","1450–1650°C","C","The chapter specifies 1200–1450°C."
31,"The ash content of blast furnace coke is generally ______.","5–8%","10–12%","13–15%","18–20%","C","Good blast furnace coke contains 13–15% ash."
32,"The volatile matter content of blast furnace coke should be ______.","Less than 1%","5–10%","10–15%","15–20%","A","Volatile matter should remain below 1%."
