point_id,category,priority,title,point
1,Definition,5,Hydraulics,Transmission and control of forces and movements by fluids
2,Definition,5,Pneumatics,System using air as working medium
3,Definition,5,Hydraulic System,System using oil or water as working medium
4,Fact,4,Hydraulic Medium,Oil is the most commonly used hydraulic fluid
5,Fact,3,Water Usage,Water is rarely used in present-day hydraulic applications
6,Definition,5,Velocity,Average speed of fluid particles past a point
7,Important Point,4,Low Velocity,Low fluid velocity reduces friction losses
8,Important Point,4,Low Velocity,Low fluid velocity reduces turbulence
9,Definition,5,Laminar Flow,Fluid particles move parallel to flow path
10,Exam Point,5,Laminar Flow,Laminar flow minimizes energy losses
11,Definition,5,Turbulent Flow,Fluid particles move haphazardly and non-parallel
12,Warning,5,Turbulent Flow,Turbulent flow wastes energy as heat
13,Definition,5,Flow Rate,Volume of liquid passing a point per unit time
14,Fact,4,Flow Rate Unit,Flow rate commonly measured in LPM
15,Fact,4,Flow Rate Unit,Flow rate commonly measured in GPM
16,Concept,5,Flow Rate,Flow rate determines actuator speed
17,Definition,5,Pressure,Force exerted per unit area
18,Formula,5,Pressure Formula,P = F/A
19,Fact,4,Pressure Units,Pressure measured in psi
20,Fact,4,Pressure Units,Pressure measured in kg/cm²
21,Fact,4,Pressure Units,Pressure measured in bar
22,Fact,4,Pressure Units,Pressure measured in MPa
23,Fact,5,Pressure Conversion,1 MPa = 10 bar
24,Definition,5,Atmospheric Pressure,Pressure exerted by atmospheric air
25,Fact,5,Atmospheric Pressure,Atmospheric pressure at sea level is 14.7 psi
26,Fact,5,Atmospheric Pressure,Atmospheric pressure at sea level is 1.03 kg/cm²
27,Formula,5,Pressure Conversion,1 Atmospheric Pressure = 1 bar
28,Formula,5,Pressure Conversion,1 Atmospheric Pressure = 14.7 psi
29,Formula,5,Pressure Conversion,1 Atmospheric Pressure = 1.03 kg/cm²
30,Concept,5,Flow and Pressure,Flow and pressure are interrelated
31,Concept,4,Flow,Flow causes piston motion in a cylinder
32,Concept,4,Flow,Flow occurs due to pressure difference
33,Fact,4,Pump Function,Pump usually produces flow in hydraulic systems
34,Concept,5,Load Movement,Insufficient pressure cannot move the load
35,Fact,4,Hydraulic Oil,Hydraulic oil acts as a lubricant
36,Fact,3,Oil Density,Hydraulic oil weighs about 55–58 lb/ft³
37,Fact,4,Oil Pressure,One foot oil column produces about 0.4 psi
38,Fact,5,Water Pressure,10 m water column produces about 1 kg/cm²
39,Rule,5,Flow Requirement,Pressure drop across restriction is necessary for flow
40,Rule,5,Flow Relation,No flow means no pressure drop
41,Formula,5,Cylinder Force,Cylinder force depends on pressure and piston area
42,Formula,5,Cylinder Speed,Cylinder speed depends on flow rate and piston area
43,Rule,4,Pipe Velocity,Fluid velocity varies inversely with square of pipe diameter
44,Fact,4,Friction,Friction in pipes causes pressure drop
45,Comparison,5,Air vs Oil,Air is compressible while oil is practically incompressible
46,Concept,5,Pump,Pump transfers fluid only
47,Concept,5,Pressure Generation,Resistance to flow develops pressure
48,Exam Point,5,Suction Principle,Atmospheric pressure pushes oil into pump suction
49,Rule,5,Flow Path,Flow takes path of least resistance
50,Rule,5,Flow Direction,Flow moves from higher pressure to lower pressure
51,Rule,4,Series Resistance,Resistance in series adds up
52,Rule,5,Flow Rate,Flow rate directly proportional to pressure difference
53,Rule,4,Pipe Diameter,Larger pipe diameter reduces pressure drop
54,Principle,5,Pascal Law,Pressure applied on confined fluid is transmitted undiminished
55,Principle,5,Pascal Law,Pressure acts equally in all directions
56,Principle,5,Pascal Law,Pressure acts at right angles to surfaces
57,Formula,5,Pascal Law,P = F/A
58,Definition,5,Hydraulic Press,Application of Pascal's law for force multiplication
59,Concept,5,Hydraulic Press,Pressure remains uniform throughout confined fluid
60,Formula,5,Hydraulic Press,F₀ = P × A₀
61,Formula,5,Force Ratio,F₀/Fi = A₀/Ai
62,Formula,5,Displacement Ratio,d₀/di = Ai/A₀
63,Concept,5,Hydraulic Press,Forces proportional to piston areas
64,Concept,5,Hydraulic Press,Work done remains same on both pistons
65,Principle,5,Bernoulli Principle,Total energy remains constant in flowing fluid
66,Concept,4,Bernoulli Principle,Sum of pressure kinetic and potential energy is constant
67,Fact,4,Hydraulic Advantage,Hydraulics transmit large forces over long distances
68,Fact,4,Hydraulic Advantage,Hydraulics provide quick response
69,Fact,4,Hydraulic Advantage,Hydraulics provide infinitely variable speeds
70,Fact,4,Hydraulic Advantage,Hydraulics require low maintenance
71,Exam Point,5,Power Density,Hydraulic systems have high power-to-weight ratio
72,Fact,5,Motor Comparison,Hydraulic motor weighs about one-seventh equivalent electric motor
73,Fact,5,Precise Control,Hydraulics provide precise speed control
74,Fact,5,Precise Control,Hydraulics provide precise force control
75,Fact,5,Precise Control,Hydraulics provide precise position control
76,Concept,5,Overload Protection,Relief valve provides built-in overload protection
77,Concept,4,Load Holding,Pilot-operated check valve holds suspended load
78,Fact,4,Design Flexibility,Hydraulic circuits can be modified easily
79,Fact,4,Maintenance,Contamination control is key maintenance task
80,Fact,5,Variable Speed,Hydraulics provide infinitely variable speed control
81,Fact,4,Stalling,Loads can be stalled without equipment damage
82,Fact,4,Cooling,Hydraulic fluid carries away heat automatically
83,Fact,4,Wear,Hydraulic components have low wear due to lubrication
84,Fact,5,Accumulator,Accumulator enables energy storage
85,Fact,5,Compressibility,Fluid volume reduces about 0.7% at 100 bar increase
86,Warning,5,Air Entrapment,Entrapped air causes noise vibration and jerky motion
87,Fact,4,Viscosity,Viscosity decreases with increasing temperature
88,Fact,4,High Pressure,Viscosity may double around 400 bar
89,Warning,4,System Design,Pressure and flow losses must be considered
90,Warning,4,Leakage,Leakage problems require proper attention
91,Definition,5,Reservoir,Stores supplies returns and protects hydraulic oil
92,Fact,4,Reservoir,Reservoir allows oil cooling
93,Fact,4,Reservoir,Reservoir allows contaminants to settle
94,Fact,4,Reservoir,Reservoir allows air separation
95,Fact,4,Reservoir Equipment,Reservoir may house cooler
96,Fact,4,Reservoir Equipment,Reservoir may house return filters
97,Fact,4,Reservoir Equipment,Reservoir may house air breather
98,Fact,4,Reservoir Equipment,Reservoir may contain level indicators
99,Fact,4,Reservoir Equipment,Reservoir may contain float switches
100,Fact,4,Baffle Plates,Baffle plates help cooling and settling of oil
101,Definition,5,Suction Line,Pipeline connecting tank to pump
102,Rule,5,Suction Valve,Suction valve must be opened before pump start
103,Fact,4,Suction Line,Hose compensates minor misalignment and vibration
104,Definition,5,Pump,Element that provides flow
105,Concept,5,Pump,Pump does not create pressure directly
106,Fact,5,Hydraulic Pumps,Only positive displacement pumps are used
107,Definition,5,Positive Displacement Pump,Transfers fixed volume per revolution
108,Fact,4,Pump Leakage,Internal leakage is normally negligible
109,Definition,5,Pump Displacement,Volume transferred per revolution
110,Formula,5,Pump Flow,Displacement × Speed = Discharge
111,Comparison,5,Centrifugal Pump,Centrifugal pump is non-positive displacement type
112,Fact,4,Centrifugal Pump,Safety valve generally not required
113,Classification,5,Pump Types,Gear vane and piston pumps are common
114,Warning,5,Pump Operation,Never start positive displacement pump with closed suction
115,Warning,5,Aeration,Air entry damages pump rapidly
116,Definition,5,Aeration,Air entering pump causing noise and damage
117,Fact,5,Pump Accessories,Pump delivery followed by relief valve
118,Fact,5,Pump Accessories,Pump delivery followed by pressure gauge
119,Fact,5,Pump Accessories,Pump delivery followed by check valve
120,Definition,5,Check Valve,Allows flow in one direction only
121,Fact,4,Check Valve,Check valve prevents reverse pump rotation
122,Definition,5,Pressure Gauge,Measures pressure at any point
123,Fact,4,Glycerin Gauge,Glycerin-filled gauges resist vibration damage
124,Definition,5,Relief Valve,Limits maximum system pressure
125,Concept,5,Relief Valve,Protects components from bursting
126,Concept,5,Relief Valve,Protects system from overload
127,Rule,5,Relief Valve,Opens when pressure exceeds set value
128,Definition,5,Accumulator,Reservoir of pressurized hydraulic fluid
129,Fact,5,Accumulator,Accumulator is a pressure vessel
130,Warning,5,Accumulator,No welding allowed on accumulator
131,Classification,5,Accumulator Types,Bladder piston dead-weight and direct gas loaded
132,Fact,5,Accumulator Gas,Nitrogen is normally used
133,Warning,5,Accumulator Safety,Never use oxygen in accumulator
134,Warning,5,Accumulator Safety,Drain accumulator before maintenance
135,Fact,5,Accumulator Use,Smoothens pressure fluctuations
136,Fact,5,Accumulator Use,Provides emergency power source
137,Fact,5,Accumulator Use,Holds pressure for long periods
138,Fact,4,Accumulator Use,Allows smaller pump usage
139,Definition,5,Directional Control Valve,Controls direction of actuator motion
140,Fact,4,DC Valve,Can stop start or reverse actuator
141,Classification,4,DC Valve Actuation,Lever cam solenoid pedal pneumatic hydraulic
142,Fact,5,Solenoid Valve,Most commonly used DC valve actuation
143,Fact,4,Two Position Valve,Cylinder moves only between extremes
144,Definition,5,Flow Control Valve,Controls actuator speed
145,Fact,4,Flow Control Valve,Usually installed before cylinder
146,Fact,4,Needle Valve,Can act as flow control valve
147,Definition,5,Sequence Valve,Ensures sequential operation of actuators
148,Concept,5,Sequence Valve,Operates based on pressure setting
149,Example,4,Sequence Application,Clamp first then punch operation
150,Comparison,5,Sequence vs Relief,Sequence valve is similar but not same as relief valve
151,Definition,5,Pressure Reducing Valve,Provides lower downstream pressure
152,Rule,5,Pressure Reducing Valve,Output pressure cannot exceed set value
153,Comparison,5,Reducing vs Relief Valve,Pressure reducing valve differs from relief valve
154,Alias,3,Pressure Reducing Valve,Also called pressure regulating valve
155,Definition,5,Filter,Removes contaminants from hydraulic oil
156,Fact,5,Contamination,Biggest enemy of hydraulic systems
157,Fact,4,Filter Media,Paper wire mesh and synthetic fiber used
158,Classification,4,Filtration,Online and offline filtration methods
159,Fact,4,Strainer,Coarse suction filter is called strainer
160,Fact,5,Cleanliness,Contamination control improves reliability
161,Definition,5,Pressure Switch,Switch actuated by hydraulic pressure
162,Classification,4,Pressure Switch Types,Plunger type and Bourdon tube type
163,Definition,5,Float Switch,Operates due to buoyancy in oil
164,Fact,5,Low Level Switch,Interlocked with pump drive
165,Fact,5,Hydraulic Problems,More than 80% due to contaminated fluid
