point_id,category,priority,title,point
1,Definition,5,Coke Making,Conversion of coking coal into metallurgical coke.
2,Process,5,Coke Making Chain,Starts at wagon tippler unloading and ends at coke sizing.
3,Fact,4,Coal Formation,Buried vegetation under heat and pressure forms coal.
4,Process,4,Peat Formation,Initial decay of vegetation produces peat.
5,Process,4,Lignite Formation,Peat converts to lignite after water removal.
6,Process,4,Bituminous Coal,Continuous compaction converts lignite to bituminous coal.
7,Fact,3,Coal Formation Time,Coal formation takes millions of years.
8,Classification,5,Coal Types,Coals are classified into coking and non-coking coals.
9,Classification,5,PCC,Prime Coking Coal is an indigenous coking coal.
10,Classification,5,MCC,Medium Coking Coal is an indigenous coking coal.
11,Classification,5,HCC,Hard Coking Coal is an imported coking coal.
12,Classification,5,SCC,Soft Coking Coal is an imported coking coal.
13,Fact,4,PCC Source,Bhojudih is a source of PCC.
14,Fact,4,PCC Source,Sudamdih is a source of PCC.
15,Fact,4,PCC Source,Munidih is a source of PCC.
16,Fact,4,PCC Source,Patherdih is a source of PCC.
17,Fact,4,PCC Source,Dugda is a source of PCC.
18,Fact,4,PCC Source,Mahuda is a source of PCC.
19,Fact,4,PCC Source,Chasnala is a source of PCC.
20,Fact,4,PCC Source,Jamadoba is a source of PCC.
21,Fact,4,PCC Source,Bhelatand is a source of PCC.
22,Fact,4,PCC Source,Madhuban is a source of PCC.
23,Fact,4,MCC Source,Kathara is a source of MCC.
24,Fact,4,MCC Source,Swang is a source of MCC.
25,Fact,4,MCC Source,Rajrappa is a source of MCC.
26,Fact,4,MCC Source,Kedla is a source of MCC.
27,Fact,4,MCC Source,Nandan is a source of MCC.
28,Fact,4,Hard Coal Source,Australia supplies hard coking coal.
29,Fact,4,Hard Coal Source,USA supplies hard coking coal.
30,Fact,4,Hard Coal Source,Mozambique Benga supplies hard coking coal.
31,Fact,4,Hard Coal Source,Indonesia supplies hard coking coal.
32,Fact,4,Soft Coal Source,Australia supplies soft coking coal.
33,Fact,4,Soft Coal Source,USA supplies soft coking coal.
34,Fact,4,Soft Coal Source,Russia supplies soft coking coal.
35,Important Point,5,Ash Rule,Lower ash percentage indicates better coal.
36,Fact,4,Indian Coal,Indian coal generally contains high ash.
37,Process,4,Coal Beneficiation,Washeries reduce ash content before coke making.
38,Definition,5,Volatile Matter,Volatile matter escapes as gas during carbonization.
39,Definition,5,FSI,Free Swelling Index measures volume increase on heating.
40,Fact,4,FSI Alias,FSI is also called Crucible Swelling Number.
41,Definition,4,LTGK,Assesses caking properties and by-product yield.
42,Definition,5,Gieseler Fluidity,Measures rheological properties of coal.
43,Fact,4,Gieseler Output,Provides initial softening temperature.
44,Fact,4,Gieseler Output,Provides maximum fluidity temperature.
45,Fact,4,Gieseler Output,Provides plastic range information.
46,Fact,4,Gieseler Output,Provides resolidification temperature.
47,Fact,4,Gieseler Unit,Expressed in DDPM.
48,Important Point,5,Fluidity Use,Used to judge compatibility of blend coals.
49,Definition,4,Inherent Moisture,Indicates maturity of coal.
50,Fact,4,Moisture Trend,Inherent moisture decreases with increasing coal rank.
51,Definition,5,MMR,Mean Max Reflectance determines coal rank.
52,Rule,5,MMR Relation,MMR is directly proportional to coke strength.
53,Fact,4,PCC Ash,19 to 23 percent.
54,Fact,4,MCC Ash,20 to 25 percent.
55,Fact,4,Imported Soft Ash,8 to 10 percent.
