point_id,category,priority,title,point
1,Fact,5,Crude Steel Growth,India crude steel production increased from 119 Mnt to 165 Mnt during 2021-2025.
2,Fact,5,CAGR,Crude steel production grew at about 8-9% CAGR.
3,Fact,5,Hot Metal Share,Hot metal share remained around 54-55%.
4,Concept,5,BF-BOF Route,BF-BOF remains the backbone of Indian steelmaking.
5,Fact,5,Scrap Share,Scrap share improved from about 19% to 22%.
6,Fact,5,Scrap CAGR,Scrap usage grew at about 12% CAGR.
7,Concept,4,EAF/IF,Scrap growth indicates increasing EAF/IF participation.
8,Concept,4,Circularity,Scrap growth shows early circularity integration.
9,Concept,4,DRI,DRI growth reflects coal-based and gas-based DRI advantage.
10,Exam Point,5,Decarbonisation,"Decarbonisation is incremental, not disruptive."
11,Fact,5,SAIL Expansion,SAIL plans hot metal expansion from 20 MT to about 37 MT.
12,Fact,5,Iron Ore Need,19.17 MT crude steel requires about 34.01 MT iron ore.
13,Fact,5,Future Iron Ore,Post-expansion iron ore demand estimated at 78 MT.
14,Fact,5,Future Capacity,SAIL targets about 100 MT iron ore capacity by FY2030-31.
15,Fact,5,NSP 2017,National Steel Policy 2017 targets 300 MTPA steel capacity by FY2030-31.
16,Revision Point,3,Quick Recall 1,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
17,Revision Point,3,Quick Recall 2,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
18,Revision Point,3,Quick Recall 3,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
19,Revision Point,3,Quick Recall 4,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
20,Revision Point,3,Quick Recall 5,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
21,Revision Point,3,Quick Recall 6,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
22,Revision Point,3,Quick Recall 7,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
23,Revision Point,3,Quick Recall 8,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
24,Revision Point,3,Quick Recall 9,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
25,Revision Point,3,Quick Recall 10,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
26,Revision Point,3,Quick Recall 11,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
27,Revision Point,3,Quick Recall 12,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
28,Revision Point,3,Quick Recall 13,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
29,Revision Point,3,Quick Recall 14,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
30,Revision Point,3,Quick Recall 15,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
31,Revision Point,3,Quick Recall 16,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
32,Revision Point,3,Quick Recall 17,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
33,Revision Point,3,Quick Recall 18,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
34,Revision Point,3,Quick Recall 19,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
35,Revision Point,3,Quick Recall 20,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
36,Revision Point,3,Quick Recall 21,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
37,Revision Point,3,Quick Recall 22,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
38,Revision Point,3,Quick Recall 23,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
39,Revision Point,3,Quick Recall 24,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
40,Revision Point,3,Quick Recall 25,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
41,Revision Point,3,Quick Recall 26,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
42,Revision Point,3,Quick Recall 27,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
43,Revision Point,3,Quick Recall 28,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
44,Revision Point,3,Quick Recall 29,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
45,Revision Point,3,Quick Recall 30,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
46,Revision Point,3,Quick Recall 31,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
47,Revision Point,3,Quick Recall 32,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
48,Revision Point,3,Quick Recall 33,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
49,Revision Point,3,Quick Recall 34,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
50,Revision Point,3,Quick Recall 35,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
51,Revision Point,3,Quick Recall 36,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
52,Revision Point,3,Quick Recall 37,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
53,Revision Point,3,Quick Recall 38,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
54,Revision Point,3,Quick Recall 39,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
55,Revision Point,3,Quick Recall 40,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
56,Revision Point,3,Quick Recall 41,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
57,Revision Point,3,Quick Recall 42,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
58,Revision Point,3,Quick Recall 43,"Raw materials, mines, coal, fluxes, beneficiation, pelletisation and logistics are critical themes of the chapter."
