point_id,category,priority,title,point
1,Definition,5,PPC,Production Planning & Control coordinates planning activities in manufacturing units.
2,Important Point,5,PPC Objective,PPC aligns production with plant capability and assigned targets.
3,Revision Point,5,Production Efficiency,Highest efficiency requires right quantity right quality and right time.
4,Concept,5,PPC Role,PPC ensures economical production methods are used.
5,Important Point,5,PPC Service,PPC facilitates execution of market requirements.
6,Process,4,Planning Scope,PPC plans from raw material requirement to production schedule.
7,Fact,4,Schedule Periods,Production schedules are annual quarterly monthly weekly and daily.
8,Exam Point,5,PPC Nature,PPC is a dynamic function.
9,Concept,4,Market Influence,PPC is governed by dynamic market demands.
10,Concept,4,Competition Influence,PPC is influenced by competitor policies and strategies.
11,Process,5,Planning Sequence,Customer requirement analysis is the first PPC activity.
12,Process,4,Planning Sequence,Raw material planning follows customer requirement analysis.
13,Process,4,Planning Sequence,Production scheduling follows raw material planning.
14,Process,4,Planning Sequence,Production monitoring follows scheduling.
15,Process,4,Planning Sequence,Dispatch monitoring is part of PPC.
16,Important Point,4,Inventory Management,PPC ensures optimum inventory levels.
17,Classification,5,PPC Sections,PPC functions are divided into four sections.
18,Classification,5,PPC Sections,Product Sales Coordination is a PPC section.
19,Classification,5,PPC Sections,Planning is a PPC section.
20,Classification,5,PPC Sections,Plant Control is a PPC section.
21,Classification,5,PPC Sections,Statistical Cell is a PPC section.
22,Definition,5,Product Section,Product section is the nodal agency for order serving and dispatch.
23,Fact,4,Order Source,Orders are received from CMO.
24,Procedure,4,Dispatch Planning,Dispatch planning requires daily interaction with CMO.
25,Fact,4,Coordination,Product section coordinates with shipping units.
26,Fact,4,Coordination,Product section coordinates with traffic department.
27,Fact,4,Road Dispatch,Road dispatches are executed through release orders.
28,Exam Point,4,IPT Orders,Product section handles IPT orders.
29,Exam Point,4,Export Orders,Product section handles export orders.
30,Definition,5,Long Term Planning,Long term planning deals with APP and budget exercise.
31,Fact,4,APP,APP stands for Annual Performance Plan.
32,Concept,4,Planning Inputs,APP considers repair plans.
33,Concept,4,Planning Inputs,APP considers market scenario.
34,Fact,4,Operational Norms,Major operational norms are finalized during APP exercise.
35,Definition,5,Planning and Scheduling,Planning and scheduling formulates monthly product mix.
36,Fact,4,Monthly Product Mix,Monthly product mix is prepared with CMO interaction.
37,Exam Point,4,Sales Meeting,Monthly sales meetings support product mix planning.
38,Fact,4,Heat Planning,Daily heat planning is prepared for SMS.
39,Fact,4,Feed Stock Planning,Feed stock planning is prepared for finishing mills.
40,Definition,5,Plant Control,Plant Control operates 24×7.
41,Important Point,5,Plant Control Role,Plant Control monitors production continuously.
42,Important Point,4,Plant Control Role,Plant Control monitors breakdowns.
43,Fact,4,Reporting,Plant Control reports to senior officials.
44,Concept,4,Production Continuity,Plant Control helps keep production uninterrupted.
45,Definition,5,Apex Control,Plant Control acts as apex control of departmental cells.
46,Important Point,4,Resource Deployment,Plant Control prioritizes resource deployment.
47,Important Point,4,Emergency Handling,Plant Control handles emergency situations.
48,Definition,5,Statistical Cell,Statistical Cell is the central data bank of the plant.
49,Fact,4,Data Function,Statistical Cell compiles plant data.
50,Fact,4,MIS,MIS reports are circulated daily.
51,Fact,4,MIS,MIS reports are circulated weekly.
52,Fact,4,MIS,MIS reports are circulated monthly.
53,Fact,4,MIS,MIS reports are circulated annually.
54,Fact,4,Statutory Reports,Statistical Cell prepares reports for statutory agencies.
55,Fact,4,Liaison Work,Statistical Cell liaises with corporate office.
56,Definition,5,Management Services,Management Services consists of IED and Business Excellence Department.
57,Important Point,4,MS Objective,Management Services improves organizational effectiveness.
58,Important Point,4,MS Objective,Management Services improves efficiency.
