point_id,category,priority,title,point
1,Definition,5,Quality,Quality is the degree to which inherent characteristics fulfill requirements.
2,Definition,5,Inherent Characteristics,Quality is measured through inherent characteristics of a product or service.
3,Classification,4,Physical Characteristics,Physical characteristics include mechanical properties.
4,Classification,4,Physical Characteristics,Physical characteristics include electrical properties.
5,Classification,4,Physical Characteristics,Physical characteristics include chemical properties.
6,Classification,4,Physical Characteristics,Physical characteristics include biological properties.
7,Classification,4,Sensory Characteristics,Sensory characteristics include smell.
8,Classification,4,Sensory Characteristics,Sensory characteristics include touch.
9,Classification,4,Sensory Characteristics,Sensory characteristics include taste.
10,Classification,4,Sensory Characteristics,Sensory characteristics include sight.
11,Classification,4,Sensory Characteristics,Sensory characteristics include hearing.
12,Classification,4,Behavioral Characteristics,Behavioral characteristics include courtesy.
13,Classification,4,Behavioral Characteristics,Behavioral characteristics include honesty.
14,Classification,4,Behavioral Characteristics,Behavioral characteristics include veracity.
15,Classification,4,Temporal Characteristics,Temporal characteristics include punctuality.
16,Classification,4,Temporal Characteristics,Temporal characteristics include reliability.
17,Classification,4,Temporal Characteristics,Temporal characteristics include availability.
18,Classification,4,Ergonomic Characteristics,Ergonomic characteristics relate to physiological factors.
19,Classification,4,Ergonomic Characteristics,Ergonomic characteristics relate to human safety.
20,Classification,4,Functional Characteristics,Functional characteristics define operational performance.
21,Fact,4,Aircraft Example,Maximum speed of an aircraft is a functional characteristic.
22,Definition,5,Total Quality,Total Quality represents the way a company runs its business.
23,Concept,5,Total Quality Approach,Total Quality requires a structured approach.
24,Important Point,5,Quality Improvement,Quality improvement is a major component of Total Quality.
25,Important Point,5,Quality Control,Quality control is a major component of Total Quality.
26,Important Point,5,Just-in-Time,Just-in-Time concept is part of Total Quality.
27,Concept,4,Business Improvement Activities,Total Quality includes other business improvement activities.
28,Concept,4,Organized Change,Total Quality mobilizes organized creation of beneficial change.
29,Fact,5,Cost Reduction,Continuous cost reduction is an outcome of Total Quality.
30,Fact,5,Variability Reduction,Elimination of variability is a key outcome of Total Quality.
31,Fact,4,Plant Downtime,Reduction in plant downtime is a benefit of Total Quality.
32,Fact,4,Yield Improvement,Increase in yield is a result of Total Quality.
33,Fact,4,JIT Outcome,Just-in-Time implementation is a Total Quality outcome.
34,Fact,4,Human Relations,Improved human relations result from Total Quality.
35,Comparison,5,TQ vs Conventional Quality,Total Quality focuses on defect prevention.
36,Comparison,5,Conventional Quality,Conventional quality often focuses on defect detection.
37,Important Point,5,Prevention Philosophy,Defect prevention begins at the start of the process.
38,Important Point,5,Detection Philosophy,Traditional systems detect defects at the end of production.
39,Concept,5,Cost of Non-Conformance,Total Quality relies on understanding the cost of non-conformance.
40,Important Point,5,Universal Participation,Total Quality involves everybody at all levels.
41,Important Point,5,All Stages Participation,Total Quality involves everyone at all stages of the process.
42,Concept,4,User Role,Every person acts as a user in quality performance.
43,Concept,4,Processor Role,Every person acts as a processor in quality performance.
44,Concept,4,Supplier Role,Every person acts as a supplier in quality performance.
45,Definition,5,Main Objective of TQ,Satisfying customer needs is the main objective of Total Quality.
46,Important Point,5,Internal Customers,Total Quality considers internal customers important.
47,Important Point,5,External Customers,Total Quality considers external customers important.
48,Principle,5,Customer Perception,Customer perception is the essence of Total Quality thinking.
49,Concept,4,Quality Improvement Team,Project teams apply Total Quality techniques for improvement.
50,Important Point,4,Statistical Techniques,Total Quality uses statistical techniques.
51,Important Point,4,Problem Solving,Problem-solving skills are essential in Total Quality.
52,Important Point,4,Behavioral Concepts,Behavioral concepts support Total Quality implementation.
53,Warning,5,TQ Implementation,Introducing Total Quality alone is not sufficient.
54,Rule,5,Clear Objectives,Clear objectives must be known to all employees.
55,Principle,5,Teamwork,Teamwork provides real power to Total Quality.
56,Classification,5,Major Elements,Total Quality consists of four major elements.
57,Classification,5,Element 1,Systems is a major element of Total Quality.
58,Classification,5,Element 2,Processes is a major element of Total Quality.
59,Classification,5,Element 3,Management is a major element of Total Quality.
60,Classification,5,Element 4,People is a major element of Total Quality.
61,Classification,4,Systems Component,Quality audit belongs to systems.
62,Classification,4,Processes Component,Process capability belongs to processes.
63,Classification,4,Processes Component,Process control belongs to processes.
64,Classification,4,Management Component,Style belongs to management.
65,Classification,4,Management Component,Teamwork belongs to management.
66,Classification,4,Management Component,Cross-functional activity belongs to management.
67,Concept,5,Power House of TQ,People are the powerhouse of Total Quality.
68,Concept,4,Participation,People are managed through participation in improvement activities.
69,Concept,4,Voluntary Activities,Improvement activities should encourage voluntary participation.
70,Classification,4,People Component,Quality assurance belongs to the people element.
71,Classification,4,People Component,Process improvement belongs to the people element.
72,Definition,5,Seven Quality Tools,Total Quality uses seven quality management tools.
73,Classification,5,Tool 1,Pareto Analysis is a quality management tool.
74,Classification,5,Tool 2,Cause and Defect Diagram is a quality management tool.
