point_id,category,priority,title,point
1,Fact,5,HSL Formation,Hindustan Steel Limited was established on 19 January 1954.
2,Important Point,5,HSL Ownership,President of India owned HSL shares on behalf of the people.
3,Fact,4,Initial Purpose,HSL was initially designed to manage the Rourkela Steel Plant.
4,Fact,4,Bhilai Transfer,Control of Bhilai Plant transferred to HSL in April 1957.
5,Fact,4,Durgapur Transfer,Control of Durgapur Plant transferred to HSL in April 1957.
6,Fact,3,HSL Registered Office,HSL registered office was originally in New Delhi.
7,Fact,3,HSL Office Shift,HSL office shifted to Kolkata in July 1956.
8,Fact,4,HSL Office Final Shift,HSL office ultimately shifted to Ranchi in December 1959.
9,Fact,3,Bokaro Project,Initially Bokaro Project was under HSL.
10,Fact,5,Bokaro Steel Limited,Bokaro Steel Limited was incorporated in January 1964.
11,Exam Point,5,Bhilai Capacity,1 MT phase of Bhilai completed by December 1961.
12,Exam Point,5,Rourkela Capacity,1 MT phase of Rourkela completed by December 1961.
13,Exam Point,5,Durgapur Capacity,1 MT phase of Durgapur completed in January 1962.
14,Fact,4,HSL Production Growth,HSL crude steel production increased from 158 thousand tonnes to 1.6 MT by 1961-62.
15,Fact,4,Bhilai Expansion,2.5 MT phase of Bhilai completed on 2 September 1967.
16,Fact,4,Bhilai Commissioning,Wire Rod Mill commissioning completed Bhilai 2.5 MT phase.
17,Fact,4,Rourkela Expansion,Tandem Mill commissioned on 17 February 1968.
18,Fact,4,Durgapur Expansion,Durgapur 1.6 MT phase completed on 6 August 1969.
19,Exam Point,5,HSL Output,Total HSL crude steel output reached 3.7 MT in 1968-69.
20,Exam Point,5,HSL Output 1972-73,HSL crude steel output reached 4 MT in 1972-73.
21,Important Point,5,SAIL Review,Committee of Public Undertakings first reviewed holding company concept.
22,Concept,4,SAIL Objective,Rapid industrial growth was a key objective behind SAIL formation.
23,Concept,4,Strategic Investment,Government sought investment in strategic sectors.
24,Important Point,4,Public Sector Efficiency,Public sector efficiency improvement was a major goal.
25,Concept,4,Holding Company Role,Holding company would coordinate and control constituent units.
26,Concept,4,Long-Term Planning,Holding company would plan long-term programmes.
27,Concept,4,Technology Change,Holding company would facilitate technological modernization.
28,Concept,4,R&D Support,Holding company would establish R&D organizations.
29,Concept,4,Managerial Training,Holding company would train public sector managers.
30,Fact,5,Government Approval,Proposal for holding company approved in January 1972.
31,Fact,5,SAIL Formation Approved,SAIL formation approved in December 1972.
32,Definition,5,SAIL Formation,SAIL incorporated on 24 January 1973.
33,Exam Point,5,SAIL Capital,SAIL authorized capital was Rs. 2000 crore.
34,Classification,5,SAIL Subsidiary,HSL became part of SAIL in 1973.
35,Classification,5,SAIL Subsidiary,BSL became part of SAIL in 1973.
36,Classification,5,SAIL Subsidiary,SSL became part of SAIL in 1973.
37,Classification,5,SAIL Subsidiary,HSCL became part of SAIL in 1973.
