point_id,category,priority,title,point
1,Definition,5,Steel,Steel is the backbone of modern industrial society.
2,Fact,5,Steel Property,Steel is 100% recyclable without loss of quality.
3,Important Point,5,Steel Lifecycle,Steel has a potentially endless life cycle.
4,Concept,5,Green Economy,Steel is at the core of a green economy.
5,Fact,4,Steel Advantage,Steel offers strength availability durability and affordability.
6,Fact,4,Steel Advantage,Steel provides high formability and recyclability.
7,Concept,5,Steelmaking Impact,Steelmaking consumes significant materials and resources.
8,Important Point,5,Environmental Impact,Steelmaking generates emissions effluents and wastes.
9,Fact,4,Environmental Receptors,Air water and land are affected by steelmaking operations.
10,Principle,5,Sustainable Consumption,Efficient processes reduce resource wastage.
11,Principle,5,Resource Optimization,Resource optimization mitigates waste generation.
12,Principle,5,Pollution Control,Wastes emissions and effluents must be properly treated.
13,Exam Point,5,Key Concern,Air pollution is a major environmental concern in steel plants.
14,Exam Point,5,Key Concern,Greenhouse gas generation is a major concern.
15,Exam Point,5,Key Concern,Solid waste management is a major concern.
16,Exam Point,5,Key Concern,Hazardous waste management is a major concern.
17,Important Point,5,SAIL Focus,SAIL emphasizes environmental protection along with profitability.
18,Fact,4,Corporate Policy,Environmental responsibility is central to SAIL operations.
19,Definition,5,Corporate Sustainability Policy 2026,SAIL reaffirms commitment to a sustainable future.
20,Concept,5,Environmental Stewardship,Environmental stewardship focuses on continual performance improvement.
21,Fact,4,Resource Optimization,Resource optimization is a sustainability objective.
22,Fact,4,Emission Reduction,Emission reduction is a sustainability objective.
23,Fact,4,Waste Management,Waste management supports environmental stewardship.
24,Fact,4,Biodiversity Conservation,Biodiversity conservation is part of sustainability efforts.
25,Fact,4,Energy Efficiency,Energy efficiency projects improve environmental performance.
26,Fact,4,Digitalization,Digitalization supports environmental stewardship.
27,Fact,4,Best Technologies,Best available technologies are encouraged.
28,Important Point,5,Decarbonization,SAIL follows a progressive pathway toward decarbonization.
29,Important Point,5,Circular Economy,Circular economy is a sustainability objective.
30,Concept,5,Social Responsibility,SAIL seeks a positive footprint in society.
31,Fact,4,Social Sustainability,Health rights and equal opportunities are emphasized.
32,Fact,4,Community Engagement,Community engagement is a social responsibility pillar.
33,Fact,4,Safety Standards,Strong safety standards are promoted.
34,Fact,4,Workplace Safety,Reducing workplace incidents is a sustainability goal.
35,Concept,5,Ethical Governance,Business should be conducted with integrity.
36,Fact,4,Transparency,Ethical governance requires transparency.
37,Fact,4,Stakeholders,Governance aims to meet stakeholder interests.
38,Concept,5,Economic Sustainability,Long-term business viability is essential.
39,Fact,4,Innovation,Innovation supports economic sustainability.
40,Fact,4,Risk Management,Effective risk management supports sustainability.
41,Fact,4,Continuous Improvement,Continuous improvement is encouraged.
42,Fact,4,Capacity Building,Capacity building supports economic sustainability.
43,Definition,5,Sustainable Sourcing,Procurement must be responsible safe and sustainable.
44,Concept,5,Integrated Steel Plant,Steel production starts with iron ore coal and flux.
45,Fact,4,Hot Metal,Hot metal is processed into steel.
46,Fact,4,Rolling Mills,Steel is rolled into finished products in rolling mills.
47,Exam Point,5,Major Emissions,CO2 is a major steel plant emission.
48,Exam Point,5,Major Emissions,SOx is a major steel plant emission.
49,Exam Point,5,Major Emissions,NOx is a major steel plant emission.
50,Exam Point,5,Major Emissions,Dust is a major steel plant emission.
51,Fact,4,Water Use,Water is used for cooling operations.
52,Fact,4,Water Use,Water is used for heat transfer.
53,Fact,4,Water Use,Water is used for descaling.
54,Fact,4,Water Use,Water is used for dust scrubbing.
55,Fact,4,Water Use,Water is used for quenching.
56,Important Point,5,Noise Pollution,Plant machinery generates noise pollution.
57,Exam Point,5,Solid Waste,BF slag is a major steel plant waste.
58,Exam Point,5,Solid Waste,BOF slag is a major steel plant waste.
59,Fact,4,Solid Waste,BF flue dust is generated during steelmaking.
60,Fact,4,Solid Waste,BF sludge is generated during steelmaking.
61,Fact,4,Solid Waste,BOF sludge is generated during steelmaking.
62,Fact,4,Solid Waste,Mill scale is generated during steelmaking.
63,Fact,4,Solid Waste,Waste refractory bricks are generated during steelmaking.
64,Classification,5,Pollutants,Air emissions are one category of pollutants.
65,Classification,5,Pollutants,Effluent discharge is one category of pollutants.
66,Classification,5,Pollutants,Noise is one category of pollutants.
67,Classification,5,Pollutants,Solid waste is one category of pollutants.
68,Fact,4,Pollution Variation,Pollution quantity varies among steel plants.
69,Definition,5,Environment Management,SAIL follows a multi-layered environment management process.
70,Important Point,5,Environmental Programmes,Programmes address resource optimization and protection.
71,Fact,5,EMD Establishment,EMD was established on 23 June 1988.
72,Fact,5,EMD Headquarters,EMD headquarters is located in Kolkata.
73,Fact,4,EMD Office,EMD has a unit office at Delhi.
74,Fact,5,QMS Certification,EMD is certified to ISO 9001:2015.
75,Concept,5,EMD Role,EMD informs management about environmental activities.
76,Fact,4,EMD Function,EMD promotes environment protection efforts.
77,Fact,4,EMD Function,EMD supports resource optimization efforts.
78,Fact,4,EMD Activity,EMD interfaces with regulatory agencies.
79,Fact,4,EMD Activity,EMD conducts monitoring and assessment.
80,Fact,4,EMD Activity,EMD supports technology dissemination.
81,Fact,4,EMD Activity,EMD conducts awareness campaigns.
82,Fact,4,EMD Activity,EMD coordinates environmental compliance.
83,Fact,4,EMD Activity,EMD develops environmental MIS.
84,Fact,4,EMD Activity,EMD appraises project proposals.
85,Fact,4,Sustainability Reporting,EMD supports sustainability reporting.
86,Fact,4,ESG Risks,EMD manages ESG-related risks.
87,Fact,4,SD Projects,EMD facilitates sustainable development projects.
88,Fact,4,Policy Development,EMD develops environmental vision and policies.
89,Fact,4,Board Reporting,EMD reports deviations to the Board.
90,Fact,4,Awards,EMD facilitates participation in environmental awards.
91,Fact,4,Performance Review,EMD reviews environmental performance.
92,Fact,4,Statutory Clearance,EMD facilitates Environmental Clearance.
93,Fact,4,Statutory Clearance,EMD facilitates Consent to Operate.
94,Fact,4,Authorisation,EMD facilitates statutory authorisations.
95,Fact,4,Environmental Activities,EMD supports water conservation.
96,Fact,4,Environmental Activities,EMD supports plantation programmes.
97,Fact,4,Climate Action,EMD addresses climate change issues.
98,Fact,4,LCA,EMD facilitates life cycle assessment.
99,Fact,4,EMS,EMD supports ISO 14001 implementation.
100,Fact,4,Training,EMD organizes workshops and training programmes.
101,Fact,4,Industry Coordination,EMD coordinates with WSA and ISA.
102,Fact,4,Parliament Queries,EMD compiles environmental information for Parliament.
103,Definition,5,ECD,Environment Control Department operates at plant level.
104,Definition,5,Environment Cell,Environment Cells operate at mine level.
105,Fact,4,Monitoring,ECD monitors stack emissions.
106,Fact,4,Monitoring,ECD monitors effluents.
107,Fact,4,Monitoring,ECD monitors ambient air quality.
108,Fact,4,Regulators,MoEFCC issues environmental guidelines.
109,Fact,4,Regulators,CPCB issues environmental guidelines.
110,Fact,4,Regulators,SPCB issues environmental guidelines.
111,Fact,4,Compliance,ECD obtains environmental clearances and consents.
112,Fact,4,Compliance,ECD submits compliance reports.
113,Fact,4,Coordination,ECD coordinates with statutory authorities.
114,Fact,4,Action Plans,ECD implements environmental improvement plans.
115,Exam Point,5,Water Act,The Water Act was enacted in 1974.
116,Exam Point,5,Water Rules,Water Rules were issued in 1975.
117,Exam Point,5,Air Act,The Air Act was enacted in 1981.
118,Exam Point,5,Air Rules,Air Rules were issued in 1982.
119,Exam Point,5,Environment Act,Environment Protection Act was enacted in 1986.
120,Exam Point,5,Environment Rules,Environment Protection Rules were issued in 1986.
121,Exam Point,5,Noise Rules,Noise Pollution Rules were issued in 2000.
122,Exam Point,5,EIA Notification,EIA Notification was issued in 2006.
123,Exam Point,5,Hazardous Waste Rules,Hazardous Waste Rules were issued in 2016.
124,Exam Point,5,Bio Medical Waste Rules,Bio Medical Waste Rules were issued in 2016.
125,Exam Point,5,Solid Waste Rules,Solid Waste Management Rules were issued in 2016.
126,Exam Point,5,Plastic Waste Rules,Plastic Waste Rules were issued in 2016.
127,Exam Point,5,Construction Waste Rules,Construction and Demolition Waste Rules were issued in 2016.
128,Exam Point,5,E-Waste Rules,E-Waste Management Rules were issued in 2022.
129,Exam Point,5,Battery Waste Rules,Battery Waste Management Rules were issued in 2022.
130,Important Point,5,Environmental Clearance,New projects require prior EC.
131,Fact,4,EC Requirement,Expansion and modernization require EC.
132,Definition,5,CtE,Consent to Establish is required before establishment.
