point_id,category,priority,title,point
1,Important Point,5,Chapter Topic,Chapter focuses on Financial Performance of SAIL.
2,Revision Point,5,Time Horizon,Financial analysis covers a ten-year period.
3,Fact,5,FY25 Gross Sales,FY25 gross sales reached ₹1,01,716 Cr.
4,Fact,5,FY24 Gross Sales,FY24 gross sales were ₹1,04,545 Cr.
5,Fact,4,FY23 Gross Sales,FY23 gross sales were ₹1,03,729 Cr.
6,Fact,4,FY22 Gross Sales,FY22 gross sales were ₹1,20,805 Cr.
7,Fact,4,FY21 Gross Sales,FY21 gross sales were ₹68,452 Cr.
8,Fact,4,FY20 Gross Sales,FY20 gross sales were ₹61,025 Cr.
9,Fact,4,FY19 Gross Sales,FY19 gross sales were ₹66,267 Cr.
10,Fact,4,FY18 Gross Sales,FY18 gross sales were ₹58,993 Cr.
11,Fact,4,FY17 Gross Sales,FY17 gross sales were ₹43,866 Cr.
12,Fact,4,FY16 Gross Sales,FY16 gross sales were ₹43,294 Cr.
13,Important Point,5,Revenue Growth,Revenue expanded from about ₹43,000 Cr to over ₹1,01,000 Cr in ten years.
14,Exam Point,5,Scale Expansion,SAIL achieved significant operational scale-up over the decade.
15,Fact,5,FY25 Sales,FY25 sales stood at ₹1,01,716 Cr.
16,Fact,4,FY25 EBITDA,FY25 EBITDA was ₹11,765 Cr.
17,Fact,4,FY24 EBITDA,FY24 EBITDA was ₹12,280 Cr.
18,Fact,4,FY23 EBITDA,FY23 EBITDA was ₹9,379 Cr.
19,Fact,4,FY22 EBITDA,FY22 EBITDA was ₹22,805 Cr.
20,Fact,4,FY21 EBITDA,FY21 EBITDA was ₹13,740 Cr.
21,Important Point,5,EBITDA Surge,FY21–FY22 witnessed a sharp EBITDA surge.
22,Concept,5,Steel Cycle Benefit,EBITDA growth reflected peak steel cycle benefits.
23,Concept,5,Operating Leverage,Strong operating leverage boosted profitability during the supercycle.
24,Fact,4,FY25 Depreciation,FY25 depreciation was ₹5,650 Cr.
25,Fact,4,FY25 Interest Charges,FY25 interest and finance charges were ₹2,793 Cr.
26,Fact,4,FY25 PBT,FY25 profit before tax was ₹3,009 Cr.
27,Fact,4,FY25 PAT,FY25 profit after tax was ₹1,148 Cr.
