point_id,category,priority,title,point
1,Important Point,5,SAIL Position,SAIL occupies a pre-eminent position in the Indian Iron and Steel Industry.
2,Fact,5,Product Range,SAIL produces hundreds of plain carbon steel items.
3,Fact,4,Marketing Network,SAIL markets products largely through a network of stockyards.
4,Fact,4,By-Products,SAIL plants produce various by-products and coal chemicals.
5,Fact,5,Steel Types,SAIL supplies alloy steels and stainless steel.
6,Concept,5,External Relations,Almost every SAIL activity requires interaction with external agencies.
7,Important Point,5,PSU Obligation,SAIL has high obligations because it is a Public Sector Company.
8,Fact,4,Government Framework,SAIL operations are influenced by government policies rules and regulations.
9,Exam Point,4,Government Approval,Government approvals were mandatory in most activities for many years.
10,Fact,5,Steel Pricing,Pricing of steel was decontrolled.
11,Definition,5,MOU,MOU stands for Memorandum of Understanding.
12,Important Point,5,MOU Impact,MOU with the Department of Steel increased SAIL's functional autonomy.
13,Important Point,5,MOU Responsibility,MOU also increased SAIL's responsibility.
14,Fact,4,Distribution Policy,Revision of steel distribution policy increased SAIL's autonomy.
15,Concept,4,Customer Contact,Policy changes brought SAIL into more direct contact with customers.
16,Exam Point,5,Business Environment,Industrial policy influences SAIL's business environment.
17,Exam Point,5,Fiscal Policy,Fiscal policy affects SAIL operations.
18,Exam Point,5,Foreign Trade Policy,Foreign Trade policy affects SAIL's performance.
19,Exam Point,5,Licensing Policy,Licensing policy influences SAIL activities.
20,Exam Point,5,Plan Targets,Plan targets affect SAIL's business environment.
21,Fact,4,Employment Reservation,Reservation in employment affects SAIL activities.
22,Fact,4,Pollution Control,Pollution control policies influence SAIL performance.
23,Fact,4,Peripheral Development,Peripheral development policies affect SAIL operations.
24,Classification,5,Area of Interaction,Investment in capacity creation is a major area of interaction.
25,Classification,5,Area of Interaction,Organising production is a major area of interaction.
26,Classification,5,Area of Interaction,Marketing of products is a major area of interaction.
27,Classification,5,Area of Interaction,Interface with Government and Ministry is a major area of interaction.
28,Fact,4,Funding Agencies,Various banks act as funding agencies.
29,Fact,5,MECON,MECON is a design and consultancy organization associated with SAIL.
30,Fact,4,M N Dastur,M N Dastur and Company is a consultancy organization linked with SAIL.
31,Fact,4,Foreign Collaboration,Foreign collaborations support capacity creation activities.
32,Fact,4,BHEL,BHEL is mentioned among important external organizations.
33,Fact,4,Equipment Suppliers,Foreign equipment suppliers support capacity creation.
34,Classification,5,Input Sources,Coal India Limited is a key source of inputs.
35,Fact,4,Power Supply,Public sector power plants provide essential inputs.
36,Fact,4,Mineral Sources,Public and private mineral companies supply inputs.
37,Fact,4,Refractories,Suppliers of refractories support production.
38,Fact,4,Spare Parts,Suppliers of spare parts are important external agencies.
39,Fact,4,Petroleum Inputs,Oil and petroleum companies are production-support agencies.
40,Fact,5,SBI Role,State Bank of India provides cash and credit support.
41,Fact,4,Imported Inputs,Foreign suppliers provide coking coal and refractories.
42,Fact,4,Employment Exchanges,Employment exchanges support workforce recruitment.
43,Fact,4,Campus Recruitment,Universities are sources for campus recruitment.
